"molecule"	"famille"
"liothyronine sodique"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"lisinopril"	"antihypertenseurs sauf alpha-bloquants"
"lisinopril"	"hyperkaliémiants"
"lisinopril"	"inhibiteurs de l'enzyme de conversion"
"lisinopril"	"médicaments abaissant la pression artérielle"
"lisinopril"	"médicaments, bradykinine et angio-œdème"
"lisuride"	"alcaloïdes de l'ergot de seigle dopaminergiques"
"lisuride"	"antiparkinsoniens dopaminergiques"
"lisuride"	"dopaminergiques"
"lisuride"	"médicaments à l'origine d'une hypotension orthostatique"
"lithium"	"médicaments à l'origine d'un syndrome sérotoninergique"
"loflazépate"	"benzodiazépines et apparentés"
"loflazépate"	"médicaments sédatifs"
"lomefloxacine"	"fluoroquinolones"
"lomefloxacine"	"médicaments abaissant le seuil épileptogène"
"lomefloxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"lomitapide"	"Interactions en propre seulement"
"lomustine"	"cytotoxiques"
"lopinavir"	"inhibiteurs de protéases boostés par ritonavir"
"loprazolam"	"benzodiazépines et apparentés"
"loprazolam"	"hypnotiques"
"loprazolam"	"médicaments sédatifs"
"lorazepam"	"benzodiazépines et apparentés"
"lorazepam"	"médicaments sédatifs"
"lorlatinib"	"inducteurs enzymatiques"
"lorlatinib"	"inhibiteurs des tyrosine kinases métabolisés"
"lorlatinib"	"substrats à risque du CYP3A4"
"lormetazepam"	"benzodiazépines et apparentés"
"lormetazepam"	"hypnotiques"
"lormetazepam"	"médicaments sédatifs"
"losartan"	"antagonistes des récepteurs de l'angiotensine II"
"losartan"	"antihypertenseurs sauf alpha-bloquants"
"losartan"	"hyperkaliémiants"
"losartan"	"médicaments abaissant la pression artérielle"
"losartan"	"médicaments, bradykinine et angio-œdème"
"loxapine"	"médicaments atropiniques"
"loxapine"	"médicaments sédatifs"
"loxapine"	"médicaments à l'origine d'une hypotension orthostatique"
"loxapine"	"neuroleptiques"
"loxapine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"lumacaftor"	"inducteurs enzymatiques"
"lumefantrine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"lumefantrine"	"substances susceptibles de donner des torsades de pointes"
"lumefantrine"	"substrats à risque du CYP3A4"
"lurasidone"	"Interactions en propre seulement"
"lymecycline"	"cyclines"
"lymecycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"macitentan"	"Interactions en propre seulement"
"macrogol"	"laxatifs (type macrogol)"
"magaldrate"	"aluminium (sels)"
"magaldrate"	"topiques gastro-intestinaux, antiacides et adsorbants"
"magnesium (hydroxyde de)"	"topiques gastro-intestinaux, antiacides et adsorbants"
"magnesium (trisilicate de)"	"topiques gastro-intestinaux, antiacides et adsorbants"
"manidipine"	"antagonistes des canaux calciques"
"manidipine"	"antihypertenseurs sauf alpha-bloquants"
"manidipine"	"dihydropyridines"
"manidipine"	"médicaments abaissant la pression artérielle"
"mannitol"	"Interactions en propre seulement"
"maprotiline"	"antidépresseurs imipraminiques"
"maprotiline"	"médicaments abaissant le seuil épileptogène"
"maprotiline"	"médicaments atropiniques"
"maprotiline"	"médicaments sédatifs"
"maprotiline"	"médicaments à l'origine d'une hypotension orthostatique"
"maraviroc"	"Interactions en propre seulement"
"méclozine"	"médicaments atropiniques"
"méclozine"	"médicaments sédatifs"
"medrogestone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"medroxyprogesterone"	"progestatifs contraceptifs"
"medroxyprogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"mefloquine"	"bradycardisants"
"mefloquine"	"médicaments abaissant le seuil épileptogène"
"megestrol"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"meloxicam"	"anti-inflammatoires non stéroïdiens"
"meloxicam"	"hyperkaliémiants"
"melphalan"	"cytotoxiques"
"menthe"	"médicaments abaissant le seuil épileptogène"
"menthol racemique"	"médicaments abaissant le seuil épileptogène"
"mepyramine"	"médicaments atropiniques"
"mepyramine"	"médicaments sédatifs"
"mequitazine"	"médicaments atropiniques"
"mequitazine"	"médicaments sédatifs"
"mequitazine"	"substances susceptibles de donner des torsades de pointes"
"mequitazine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"merbromine"	"antiseptiques mercuriels"
"mercaptopurine"	"antipurines"
"mercaptopurine"	"cytotoxiques"
"meropenem"	"pénems"
"mesalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"metformine"	"Interactions en propre seulement"
"methadone"	"morphiniques"
"methadone"	"morphiniques en traitement de substitution"
"methadone"	"médicaments sédatifs"
"methadone"	"médicaments à risque lors du sevrage tabagique"
"methadone"	"substances susceptibles de donner des torsades de pointes"
"methenamine"	"Interactions en propre seulement"
"methotrexate"	"cytotoxiques"
"methotrexate"	"médicaments néphrotoxiques"
"methoxyflurane"	"anesthésiques volatils halogénés"
"methyclothiazide"	"antihypertenseurs sauf alpha-bloquants"
"methyclothiazide"	"diurétiques"
"methyclothiazide"	"diurétiques hypokaliémiants"
"methyclothiazide"	"diurétiques thiazidiques et apparentés"
"methyclothiazide"	"hypokaliémiants"
"methyclothiazide"	"hyponatrémiants"
"methyclothiazide"	"médicaments abaissant la pression artérielle"
"methyldopa"	"antihypertenseurs centraux"
"methyldopa"	"antihypertenseurs sauf alpha-bloquants"
"methyldopa"	"médicaments abaissant la pression artérielle"
"methyldopa"	"médicaments sédatifs"
"methylenecycline"	"cyclines"
"methylenecycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"méthylergométrine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"methylphenidate"	"sympathomimétiques indirects"
"methylprednisolone"	"corticoïdes"
"methylprednisolone"	"corticoïdes métabolisés, notamment inhalés"
"methylprednisolone"	"glucocorticoïdes (sauf hydrocortisone)"
"methylprednisolone"	"hypokaliémiants"
"methylprednisolone"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"metoclopramide"	"médicaments méthémoglobinisants"
"metoclopramide"	"médicaments sédatifs"
"metoclopramide"	"neuroleptiques"
"metoclopramide"	"neuroleptiques antiémétiques"
"metopimazine"	"médicaments atropiniques"
"metopimazine"	"médicaments sédatifs"
"metopimazine"	"médicaments à l'origine d'une hypotension orthostatique"
"metopimazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"metoprolol"	"antihypertenseurs sauf alpha-bloquants"
"metoprolol"	"bradycardisants"
"metoprolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"metoprolol"	"bêta-bloquants (sauf esmolol)"
"metoprolol"	"bêta-bloquants dans l'insuffisance cardiaque"
"metoprolol"	"médicaments abaissant la pression artérielle"
"metoprolol"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"metronidazole"	"antabuse (réaction)"
"metyrapone"	"Interactions en propre seulement"
"mexiletine"	"antiarythmiques"
"mianserine"	"médicaments sédatifs"
"miconazole"	"Interactions en propre seulement"
"midazolam"	"benzodiazépines et apparentés"
"midazolam"	"médicaments sédatifs"
"midazolam"	"substrats à risque du CYP3A4"
"midecamycine"	"macrolides (sauf spiramycine)"
"midodrine"	"bradycardisants"
"midodrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"midostaurine"	"Interactions en propre seulement"
"mifamurtide"	"Interactions en propre seulement"
"millepertuis"	"médicaments à l'origine d'un syndrome sérotoninergique"
"milnacipran"	"médicaments mixtes adrénergiques-sérotoninergiques"
"milnacipran"	"médicaments à l'origine d'un syndrome sérotoninergique"
"minocycline"	"cyclines"
"minocycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"mirabégron"	"Interactions en propre seulement"
"mirtazapine"	"médicaments sédatifs"
"mitomycine c"	"cytotoxiques"
"mitotane"	"Interactions en propre seulement"
"mitoxantrone"	"cytotoxiques"
"mivacurium"	"curares"
"moclobemide"	"IMAO-A réversibles, y compris oxazolidinones et bleu de méthylène"
"moclobemide"	"médicaments à l'origine d'un syndrome sérotoninergique"
"modafinil"	"Interactions en propre seulement"
"moexipril"	"antihypertenseurs sauf alpha-bloquants"
"moexipril"	"hyperkaliémiants"
"moexipril"	"inhibiteurs de l'enzyme de conversion"
"moexipril"	"médicaments abaissant la pression artérielle"
"moexipril"	"médicaments, bradykinine et angio-œdème"
"molsidomine"	"dérivés nitrés et apparentés"
"molsidomine"	"médicaments à l'origine d'une hypotension orthostatique"
"mometasone"	"corticoïdes métabolisés, notamment inhalés"
"monmectite"	"topiques gastro-intestinaux, antiacides et adsorbants"
"montelukast"	"Interactions en propre seulement"
"morniflumate"	"anti-inflammatoires non stéroïdiens"
"morniflumate"	"hyperkaliémiants"
"morphine"	"analgésiques morphiniques agonistes"
"morphine"	"analgésiques morphiniques de palier III"
"morphine"	"morphiniques"
"morphine"	"médicaments sédatifs"
"moxifloxacine"	"fluoroquinolones"
"moxifloxacine"	"médicaments abaissant le seuil épileptogène"
"moxifloxacine"	"substances susceptibles de donner des torsades de pointes"
"moxifloxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"moxifloxacine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"moxonidine"	"antihypertenseurs centraux"
"moxonidine"	"antihypertenseurs sauf alpha-bloquants"
"moxonidine"	"médicaments abaissant la pression artérielle"
"moxonidine"	"médicaments sédatifs"
"mycophenolate mofetil"	"Interactions en propre seulement"
"mycophenolate sodique"	"Interactions en propre seulement"
"nabumetone"	"anti-inflammatoires non stéroïdiens"
"nabumetone"	"hyperkaliémiants"
"nadolol"	"antihypertenseurs sauf alpha-bloquants"
"nadolol"	"bradycardisants"
"nadolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nadolol"	"bêta-bloquants (sauf esmolol)"
"nadolol"	"bêta-bloquants non cardio-sélectifs"
"nadolol"	"médicaments abaissant la pression artérielle"
"nadroparine calcique"	"hyperkaliémiants"
"nadroparine calcique"	"héparines"
"nadroparine calcique"	"héparines (doses curatives et/ou sujet âgé)"
"nadroparine calcique"	"héparines (doses préventives)"
"nalbuphine"	"morphiniques"
"nalbuphine"	"morphiniques agonistes-antagonistes"
"nalbuphine"	"médicaments sédatifs"
"nalméfène"	"morphiniques"
"nalméfène"	"morphiniques antagonistes partiels"
"naloxegol"	"Interactions en propre seulement"
"naloxone"	"morphiniques"
"naloxone"	"médicaments sédatifs"
"naltrexone"	"morphiniques"
"naltrexone"	"morphiniques antagonistes partiels"
"naphazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"naproxene"	"anti-inflammatoires non stéroïdiens"
"naproxene"	"hyperkaliémiants"
"naratriptan"	"triptans"
"naratriptan"	"triptans non métabolisés par la MAO"
"natalizumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"nateglinide"	"glinides"
"nebivolol"	"antihypertenseurs sauf alpha-bloquants"
"nebivolol"	"bradycardisants"
"nebivolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nebivolol"	"bêta-bloquants (sauf esmolol)"
"nebivolol"	"bêta-bloquants dans l'insuffisance cardiaque"
"nebivolol"	"médicaments abaissant la pression artérielle"
"nefopam"	"médicaments atropiniques"
"nefopam"	"médicaments sédatifs"
"nélarabine"	"cytotoxiques"
"neostigmine"	"anticholinestérasiques"
"neostigmine"	"bradycardisants"
"netilmicine"	"aminosides"
"netilmicine"	"médicaments néphrotoxiques"
"netilmicine"	"médicaments ototoxiques"
"nevirapine"	"inducteurs enzymatiques"
"niaouli"	"médicaments abaissant le seuil épileptogène"
"nicardipine"	"antagonistes des canaux calciques"
"nicardipine"	"antihypertenseurs sauf alpha-bloquants"
"nicardipine"	"dihydropyridines"
"nicardipine"	"médicaments abaissant la pression artérielle"
"nicorandil"	"dérivés nitrés et apparentés"
"nicorandil"	"médicaments à l'origine d'une hypotension orthostatique"
"nicotine"	"traitements de substitution nicotinique"
"nifedipine"	"antagonistes des canaux calciques"
"nifedipine"	"antihypertenseurs sauf alpha-bloquants"
"nifedipine"	"dihydropyridines"
"nifedipine"	"médicaments abaissant la pression artérielle"
"nilotinib"	"inhibiteurs des tyrosine kinases métabolisés"
"nilotinib"	"substrats à risque du CYP3A4"
"nimesulide"	"anti-inflammatoires non stéroïdiens"
"nimesulide"	"hyperkaliémiants"
"nimodipine"	"antagonistes des canaux calciques"
"nimodipine"	"antihypertenseurs sauf alpha-bloquants"
"nimodipine"	"dihydropyridines"
"nimodipine"	"médicaments abaissant la pression artérielle"
"nintédanib"	"Interactions en propre seulement"
"nitrazepam"	"benzodiazépines et apparentés"
"nitrazepam"	"hypnotiques"
"nitrazepam"	"médicaments sédatifs"
"nitrendipine"	"antagonistes des canaux calciques"
"nitrendipine"	"antihypertenseurs sauf alpha-bloquants"
"nitrendipine"	"dihydropyridines"
"nitrendipine"	"médicaments abaissant la pression artérielle"
"nivolumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"nizatidine"	"antisécrétoires antihistaminiques H2"
"nizatidine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"nomegestrol"	"progestatifs contraceptifs"
"nomegestrol"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"nonoxynol 9"	"spermicides"
"noradrenaline"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"nordazepam"	"benzodiazépines et apparentés"
"nordazepam"	"médicaments sédatifs"
"norelgestromine"	"progestatifs contraceptifs"
"norepinephrine"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"norethandrolone"	"androgènes"
"norethisterone"	"progestatifs contraceptifs"
"norethisterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"norfloxacine"	"fluoroquinolones"
"norfloxacine"	"médicaments abaissant le seuil épileptogène"
"norfloxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"norgestimate"	"progestatifs contraceptifs"
"nortriptyline"	""
"noscapine"	"antitussifs morphine-like"
"noscapine"	"morphiniques"
"noscapine"	"médicaments sédatifs"
"obinutuzumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"ocrélizumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"octreotide"	"analogues de la somatostatine"
"ofatumumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"ofloxacine"	"fluoroquinolones"
"ofloxacine"	"médicaments abaissant le seuil épileptogène"
"ofloxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"olanzapine"	"médicaments sédatifs"
"olanzapine"	"médicaments à l'origine d'une hypotension orthostatique"
"olanzapine"	"neuroleptiques"
"olanzapine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"olaparib"	"Interactions en propre seulement"
"olmesartan"	"antagonistes des récepteurs de l'angiotensine II"
"olmesartan"	"antihypertenseurs sauf alpha-bloquants"
"olmesartan"	"hyperkaliémiants"
"olmesartan"	"médicaments abaissant la pression artérielle"
"olmesartan"	"médicaments, bradykinine et angio-œdème"
"olodatérol"	"bêta-2 mimétiques"
"olsalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"ombitasvir"	"ombitasvir + paritaprévir"
"omeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"ondansetron"	""
"or"	"Interactions en propre seulement"
"orlistat"	"Interactions en propre seulement"
"ornidazole"	"antabuse (réaction)"
"osimertinib"	"inhibiteurs des tyrosine kinases métabolisés"
"osimertinib"	"substrats à risque du CYP3A4"
"otéracil"	"cytotoxiques"
"otéracil"	"fluorouracile (et, par extrapolation, autres fluoropyrimidines)"
"oxacilline"	"pénicillines"
"oxaliplatine"	"cytotoxiques"
"oxaliplatine"	"médicaments néphrotoxiques"
"oxaliplatine"	"médicaments ototoxiques"
"oxaliplatine"	"organoplatines"
"oxazepam"	"benzodiazépines et apparentés"
"oxazepam"	"médicaments sédatifs"
"oxcarbazepine"	"anticonvulsivants métabolisés"
"oxcarbazepine"	"hyponatrémiants"
"oxcarbazepine"	"inducteurs enzymatiques"
"oxetorone"	"médicaments sédatifs"
"oxitriptan"	"médicaments mixtes adrénergiques-sérotoninergiques"
"oxitriptan"	"médicaments à l'origine d'un syndrome sérotoninergique"
"oxomemazine"	"médicaments abaissant le seuil épileptogène"
"oxomemazine"	"médicaments atropiniques"
"oxomemazine"	"médicaments sédatifs"
"oxomemazine"	"médicaments à l'origine d'une hypotension orthostatique"
"oxomemazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"oxprenolol"	""
"oxybate de sodium"	"médicaments sédatifs"
"oxybutynine"	"antispasmodiques urinaires"
"oxybutynine"	"médicaments atropiniques"
"oxycodone"	"analgésiques morphiniques agonistes"
"oxycodone"	"analgésiques morphiniques de palier III"
"oxycodone"	"morphiniques"
"oxycodone"	"médicaments sédatifs"
"oxycodone"	"substrats à risque du CYP3A4"
"oxymetazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"oxytetracycline"	"cyclines"
"oxytetracycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"p a s sodique"	"dérivés de l'acide aminosalicylique (ASA)"
"paclitaxel"	"cytotoxiques"
"paclitaxel"	"substrats à risque du CYP3A4"
"palbociclib"	"inhibiteurs des tyrosine kinases métabolisés"
"palbociclib"	"substrats à risque du CYP3A4"
"paliperidone"	"médicaments sédatifs"
"paliperidone"	"médicaments à l'origine d'une hypotension orthostatique"
"paliperidone"	"neuroleptiques"
"paliperidone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"panitumumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"panobinostat"	"Interactions en propre seulement"
"pantoprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"paracetamol"	"Interactions en propre seulement"
"paraffine"	"huiles minérales"
"parecoxib"	"anti-inflammatoires non stéroïdiens"
"parecoxib"	"hyperkaliémiants"
"paritaprévir"	"ombitasvir + paritaprévir"
"paroxetine"	"hyponatrémiants"
"paroxetine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"paroxetine"	"médicaments abaissant le seuil épileptogène"
"paroxetine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"pasiréotide"	"analogues de la somatostatine"
"pasiréotide"	"bradycardisants"
"pazopanib"	"inhibiteurs des tyrosine kinases métabolisés"
"pazopanib"	"substrats à risque du CYP3A4"
"pefloxacine"	"fluoroquinolones"
"pefloxacine"	"médicaments abaissant le seuil épileptogène"
"pefloxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"peg-interferon alfa-2a"	"Interactions en propre seulement"
"pembrolizumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"pemetrexed"	"cytotoxiques"
"penfluridol"	"médicaments abaissant le seuil épileptogène"
"penfluridol"	"médicaments sédatifs"
"penfluridol"	"médicaments à l'origine d'une hypotension orthostatique"
"penfluridol"	"neuroleptiques"
"penfluridol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"penicillamine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"pentamidine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"pentamidine"	"médicaments néphrotoxiques"
"pentamidine"	"substances susceptibles de donner des torsades de pointes"
"pentostatine"	"cytotoxiques"
"pentoxifylline"	"Interactions en propre seulement"
"pérampanel"	"anticonvulsivants métabolisés"
"pérampanel"	"médicaments sédatifs"
"pergolide"	"alcaloïdes de l'ergot de seigle dopaminergiques"
"pergolide"	"antiparkinsoniens dopaminergiques"
"pergolide"	"dopaminergiques"
"pergolide"	"médicaments à l'origine d'une hypotension orthostatique"
"périndopril"	"antihypertenseurs sauf alpha-bloquants"
"périndopril"	"hyperkaliémiants"
"périndopril"	"inhibiteurs de l'enzyme de conversion"
"périndopril"	"médicaments à l'origine d'une hypotension orthostatique"
"périndopril"	"médicaments, bradykinine et angio-œdème"
"perindopril tert-butylamine"	"médicaments abaissant la pression artérielle"
"pethidine"	"analgésiques morphiniques agonistes"
"pethidine"	"analgésiques morphiniques de palier III"
"pethidine"	"morphiniques"
"pethidine"	"médicaments sédatifs"
"pethidine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"phénelzine"	"IMAO irréversibles"
"phenindione"	"anticoagulants oraux"
"pheniramine"	"médicaments atropiniques"
"pheniramine"	"médicaments sédatifs"
"phenobarbital"	"anticonvulsivants inducteurs enzymatiques"
"phenobarbital"	"anticonvulsivants métabolisés"
"phenobarbital"	"barbituriques"
"phenobarbital"	"inducteurs enzymatiques"
"phenobarbital"	"médicaments sédatifs"
"phenobarbital"	"phénobarbital (et, par extrapolation, primidone)"
"phenoxymethylpenicilline"	"pénicillines"
"phenylephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"phenylephrine"	"sympathomimétiques indirects"
"phenyltoloxamine"	"médicaments atropiniques"
"phenyltoloxamine"	"médicaments sédatifs"
"phenytoine"	"anticonvulsivants inducteurs enzymatiques"
"phenytoine"	"anticonvulsivants métabolisés"
"phenytoine"	"inducteurs enzymatiques"
"phenytoine"	"phénytoïne (et, par extrapolation, fosphénytoïne)"
"pholcodine"	"antitussifs morphine-like"
"pholcodine"	"morphiniques"
"pholcodine"	"médicaments sédatifs"
"phosphore"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"pibrentasvir"	"Glécaprévir + pibrentasvir"
"pilocarpine"	"bradycardisants"
"pimethixene"	"médicaments atropiniques"
"pimethixene"	"médicaments sédatifs"
"pimozide"	"médicaments abaissant le seuil épileptogène"
"pimozide"	"médicaments sédatifs"
"pimozide"	"médicaments à l'origine d'une hypotension orthostatique"
"pimozide"	"neuroleptiques"
"pimozide"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pimozide"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pimozide"	"substances susceptibles de donner des torsades de pointes"
"pimozide"	"substrats à risque du CYP3A4"
"pindolol"	"antihypertenseurs sauf alpha-bloquants"
"pindolol"	"bradycardisants"
"pindolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"pindolol"	"bêta-bloquants (sauf esmolol)"
"pindolol"	"bêta-bloquants non cardio-sélectifs"
"pindolol"	"médicaments abaissant la pression artérielle"
"pioglitazone"	""
"pipamperone"	"médicaments abaissant le seuil épileptogène"
"pipamperone"	"médicaments sédatifs"
"pipamperone"	"médicaments à l'origine d'une hypotension orthostatique"
"pipamperone"	"neuroleptiques"
"pipamperone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pipamperone"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pipamperone"	"substances susceptibles de donner des torsades de pointes"
"piperacilline"	"pénicillines"
"pipéracilline"	"pipéracilline/tazobactam"
"pipéraquine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"pipéraquine"	"substances susceptibles de donner des torsades de pointes"
"pipéraquine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"piperazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"pipobroman"	"cytotoxiques"
"pipotiazine"	"médicaments abaissant le seuil épileptogène"
"pipotiazine"	"médicaments atropiniques"
"pipotiazine"	"médicaments sédatifs"
"pipotiazine"	"médicaments à l'origine d'une hypotension orthostatique"
"pipotiazine"	"neuroleptiques"
"pipotiazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pipotiazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pipotiazine"	"substances susceptibles de donner des torsades de pointes"
"pipotiazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"piretanide"	"antihypertenseurs sauf alpha-bloquants"
"piretanide"	"diurétiques"
"piretanide"	"diurétiques de l'anse"
"piretanide"	"diurétiques hypokaliémiants"
"piretanide"	"hypokaliémiants"
"piretanide"	"hyponatrémiants"
"piretanide"	"médicaments abaissant la pression artérielle"
"piretanide"	"médicaments ototoxiques"
"pirfenidone"	"Interactions en propre seulement"
"piribedil"	"antiparkinsoniens dopaminergiques"
"piribedil"	"dopaminergiques"
"piribedil"	"médicaments à l'origine d'une hypotension orthostatique"
"piroxicam"	"anti-inflammatoires non stéroïdiens"
"piroxicam"	"hyperkaliémiants"
"piroxicam-betadex"	"anti-inflammatoires non stéroïdiens"
"piroxicam-betadex"	"hyperkaliémiants"
"pitavastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"pitolisant"	"inducteurs enzymatiques"
"pivmécillinam"	"pénicillines"
"pixantrone"	"cytotoxiques"
"pizotifene"	"médicaments atropiniques"
"pizotifene"	"médicaments sédatifs"
"polymyxine b"	"Interactions en propre seulement"
"polystyrène sulfonate de calcium"	"résines chélatrices"
"polystyrène sulfonate de sodium"	"résines chélatrices"
"ponatinib"	"inhibiteurs des tyrosine kinases métabolisés"
"ponatinib"	"substrats à risque du CYP3A4"
"posaconazole"	"inhibiteurs puissants du CYP3A4"
"potassium"	"hyperkaliémiants"
"potassium (citrate de)"	"citrates"
"povidone iodée"	"Interactions en propre seulement"
"pramipexole"	"antiparkinsoniens dopaminergiques"
"pramipexole"	"dopaminergiques"
"pramipexole"	"médicaments à l'origine d'une hypotension orthostatique"
"prasugrel"	"antiagrégants plaquettaires"
"pravastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"prazepam"	"benzodiazépines et apparentés"
"prazepam"	"médicaments sédatifs"
"praziquantel"	"Interactions en propre seulement"
"prazosine"	"alphabloquants à visée urologique"
"prazosine"	"antihypertenseurs alpha-bloquants"
"prazosine"	"médicaments abaissant la pression artérielle"
"prazosine"	"médicaments à l'origine d'une hypotension orthostatique"
"prednisolone"	"corticoïdes"
"prednisolone"	"corticoïdes métabolisés, notamment inhalés"
"prednisolone"	"glucocorticoïdes (sauf hydrocortisone)"
"prednisolone"	"hypokaliémiants"
"prednisolone"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"prednisone"	"corticoïdes"
"prednisone"	"corticoïdes métabolisés, notamment inhalés"
"prednisone"	"glucocorticoïdes (sauf hydrocortisone)"
"prednisone"	"hypokaliémiants"
"prednisone"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"pregabaline"	"médicaments sédatifs"
"prilocaine"	"médicaments méthémoglobinisants"
"primidone"	"anticonvulsivants inducteurs enzymatiques"
"primidone"	"anticonvulsivants métabolisés"
"primidone"	"barbituriques"
"primidone"	"inducteurs enzymatiques"
"primidone"	"médicaments sédatifs"
"primidone"	"phénobarbital (et, par extrapolation, primidone)"
"pristinamycine"	"Interactions en propre seulement"
"probenecide"	""
"procarbazine"	"antabuse (réaction)"
"procarbazine"	"cytotoxiques"
"progesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"proguanil"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"promegestone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"promestriene"	"estrogènes non contraceptifs"
"promethazine"	"hypnotiques"
"promethazine"	"médicaments abaissant le seuil épileptogène"
"promethazine"	"médicaments atropiniques"
"promethazine"	"médicaments sédatifs"
"promethazine"	"médicaments à l'origine d'une hypotension orthostatique"
"promethazine"	"neuroleptiques"
"promethazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"propafenone"	"antiarythmiques"
"propericiazine"	"médicaments abaissant le seuil épileptogène"
"propericiazine"	"médicaments atropiniques"
"propericiazine"	"médicaments sédatifs"
"propericiazine"	"médicaments à l'origine d'une hypotension orthostatique"
"propericiazine"	"neuroleptiques"
"propericiazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"propericiazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"propranolol"	"antihypertenseurs sauf alpha-bloquants"
"propranolol"	"bradycardisants"
