"molecule"	"famille"
"metoprolol"	"antihypertenseurs sauf alpha-bloquants"
"metoprolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"metoprolol"	"bêta-bloquants (sauf esmolol)"
"metoprolol"	"bêta-bloquants dans l'insuffisance cardiaque"
"metoprolol"	"bradycardisants"
"metoprolol"	"médicaments abaissant la pression artérielle"
"metronidazole"	"antabuse (réaction)"
"metronidazole"	"nitro-imidazolés"
"metyrapone"	"Interactions en propre seulement"
"mexiletine"	"antiarythmiques"
"mexiletine"	"antiarythmiques classe I (sauf lidocaïne)"
"mezlocilline"	"pénicillines"
"mianserine"	"médicaments sédatifs"
"miconazole"	"Interactions en propre seulement"
"midazolam"	"benzodiazépines et apparentés"
"midazolam"	"médicaments sédatifs"
"midazolam"	"substrats à risque du CYP3A4"
"midecamycine"	"macrolides (sauf spiramycine)"
"midodrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"millepertuis"	"Interactions en propre seulement"
"milnacipran"	"médicaments mixtes adrénergiques-sérotoninergiques"
"miltefosine"	"cytotoxiques"
"minocycline"	"cyclines"
"mirtazapine"	"médicaments sédatifs"
"mitoguazone"	"cytotoxiques"
"mitomycine c"	"cytotoxiques"
"mitoxantrone"	"cytotoxiques"
"mivacurium"	"curares"
"mizolastine"	"autres médicaments susceptibles de donner des torsades de pointes"
"mizolastine"	"médicaments atropiniques"
"mizolastine"	"médicaments sédatifs"
"mizolastine"	"médicaments susceptibles de donner des torsades de pointes"
"mizolastine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"moclobemide"	"IMAO-A sélectifs"
"modafinil"	"Interactions en propre seulement"
"moexipril"	"antihypertenseurs"
"moexipril"	"antihypertenseurs sauf alpha-bloquants"
"moexipril"	"hyperkaliémiants"
"moexipril"	"inhibiteurs de l'enzyme de conversion"
"moexipril"	"médicaments abaissant la pression artérielle"
"molsidomine"	"dérivés nitrés et apparentés"
"mometasone"	"corticoïdes inhalés"
"montelukast"	"Interactions en propre seulement"
"morniflumate"	"anti-inflammatoires non stéroïdiens"
"morniflumate"	"hyperkaliémiants"
"morphine"	"analgésiques morphiniques agonistes"
"morphine"	"analgésiques morphiniques de palier III"
"morphine"	"médicaments sédatifs"
"morphine"	"morphiniques"
"moxifloxacine"	"autres médicaments susceptibles de donner des torsades de pointes"
"moxifloxacine"	"fluoroquinolones"
"moxifloxacine"	"médicaments susceptibles de donner des torsades de pointes"
"moxifloxacine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"moxonidine"	"antihypertenseurs"
"moxonidine"	"antihypertenseurs centraux"
"moxonidine"	"antihypertenseurs sauf alpha-bloquants"
"moxonidine"	"médicaments abaissant la pression artérielle"
"moxonidine"	"médicaments sédatifs"
"myristalkonium"	"spermicides"
"nabumetone"	"anti-inflammatoires non stéroïdiens"
"nabumetone"	"hyperkaliémiants"
"nadolol"	"antihypertenseurs"
"nadolol"	"antihypertenseurs sauf alpha-bloquants"
"nadolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nadolol"	"bêta-bloquants (sauf esmolol)"
"nadolol"	"bradycardisants"
"nadolol"	"médicaments abaissant la pression artérielle"
"nadoxolol"	"antihypertenseurs"
"nadoxolol"	"antihypertenseurs sauf alpha-bloquants"
"nadoxolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nadoxolol"	"bêta-bloquants (sauf esmolol)"
"nadoxolol"	"bradycardisants"
"nadoxolol"	"médicaments abaissant la pression artérielle"
"nadroparine calcique"	"héparines"
"nadroparine calcique"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"nadroparine calcique"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"nadroparine calcique"	"hyperkaliémiants"
"nalbuphine"	"médicaments sédatifs"
"nalbuphine"	"morphiniques"
"nalbuphine"	"morphiniques agonistes-antagonistes"
"nalorphine"	"médicaments sédatifs"
"nalorphine"	"morphiniques"
"naloxone"	"médicaments sédatifs"
"naloxone"	"morphiniques"
"naltrexone"	"médicaments sédatifs"
"naltrexone"	"morphiniques"
"naphazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"naproxene"	"anti-inflammatoires non stéroïdiens"
"naproxene"	"hyperkaliémiants"
"naratriptan"	"triptans"
"naratriptan"	"triptans non métabolisés par la MAO"
"nebivolol"	"antihypertenseurs"
"nebivolol"	"antihypertenseurs sauf alpha-bloquants"
"nebivolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nebivolol"	"bêta-bloquants (sauf esmolol)"
"nebivolol"	"bêta-bloquants dans l'insuffisance cardiaque"
"nebivolol"	"bradycardisants"
"nebivolol"	"médicaments abaissant la pression artérielle"
"nefopam"	"médicaments sédatifs"
"nelfinavir"	"inhibiteurs de protéase"
"nelfinavir"	"inhibiteurs de protéase (sauf ritonavir)"
"nelfinavir"	"inhibiteurs puissants du CYP3A4"
"neostigmine"	"anticholinestérasiques"
"neostigmine"	"bradycardisants"
"netilmicine"	"aminosides"
"netilmicine"	"médicaments néphrotoxiques"
"nevirapine"	"inducteurs enzymatiques"
"nialamide"	"IMAO non sélectifs"
"niaprazine"	"hypnotiques"
"niaprazine"	"médicaments atropiniques"
"niaprazine"	"médicaments sédatifs"
"nicardipine"	"antagonistes des canaux calciques"
"nicardipine"	"antihypertenseurs"
"nicardipine"	"antihypertenseurs sauf alpha-bloquants"
"nicardipine"	"dihydropyridines"
"nicardipine"	"médicaments abaissant la pression artérielle"
"nicorandil"	"dérivés nitrés et apparentés"
"nicotine"	"traitements de substitution nicotinique"
"nifedipine"	"antagonistes des canaux calciques"
"nifedipine"	"antihypertenseurs"
"nifedipine"	"antihypertenseurs sauf alpha-bloquants"
"nifedipine"	"dihydropyridines"
"nifedipine"	"médicaments abaissant la pression artérielle"
"nilotinib"	"inhibiteurs des tyrosine kinases"
"nilotinib"	"substrats à risque du CYP3A4"
"nimesulide"	"anti-inflammatoires non stéroïdiens"
"nimesulide"	"hyperkaliémiants"
"nimetazepam"	"benzodiazépines et apparentés"
"nimetazepam"	"médicaments sédatifs"
"nimodipine"	"antagonistes des canaux calciques"
"nimodipine"	"antihypertenseurs"
"nimodipine"	"antihypertenseurs sauf alpha-bloquants"
"nimodipine"	"dihydropyridines"
"nimodipine"	"médicaments abaissant la pression artérielle"
"nitrazepam"	"benzodiazépines et apparentés"
"nitrazepam"	"hypnotiques"
"nitrazepam"	"médicaments sédatifs"
"nitrendipine"	"antagonistes des canaux calciques"
"nitrendipine"	"antihypertenseurs"
"nitrendipine"	"antihypertenseurs sauf alpha-bloquants"
"nitrendipine"	"dihydropyridines"
"nitrendipine"	"médicaments abaissant la pression artérielle"
"nizatidine"	"antisécrétoires antihistaminiques H2"
"nomegestrol"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"nonoxynol 9"	"spermicides"
"noradrenaline"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"nordazepam"	"benzodiazépines et apparentés"
"nordazepam"	"médicaments sédatifs"
"norepinephrine"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"norethandrolone"	"androgènes"
"norethisterone"	"progestatifs contraceptifs"
"norethisterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"norfloxacine"	"fluoroquinolones"
"norgestrienone"	"progestatifs contraceptifs"
"nortriptyline"	"antidépresseurs imipraminiques"
"nortriptyline"	"médicaments abaissant la pression artérielle"
"nortriptyline"	"médicaments abaissant le seuil épileptogène"
"nortriptyline"	"médicaments atropiniques"
"noscapine"	"antitussifs morphine-like"
"noscapine"	"médicaments sédatifs"
"noscapine"	"morphiniques"
"octreotide"	"analogues de la somatostatine"
"ofloxacine"	"fluoroquinolones"
"olanzapine"	"médicaments abaissant la pression artérielle"
"olanzapine"	"médicaments sédatifs"
"olanzapine"	"neuroleptiques"
"olanzapine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"olmesartan"	"antagonistes des récepteurs de l'angiotensine II"
"olmesartan"	"antihypertenseurs"
"olmesartan"	"antihypertenseurs sauf alpha-bloquants"
"olmesartan"	"hyperkaliémiants"
"olmesartan"	"médicaments abaissant la pression artérielle"
"olsalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"omeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"ondansetron"	"Interactions en propre seulement"
"opipramol"	"antidépresseurs imipraminiques"
"opipramol"	"médicaments abaissant la pression artérielle"
"opipramol"	"médicaments abaissant le seuil épileptogène"
"opipramol"	"médicaments atropiniques"
"or"	"Interactions en propre seulement"
"orlistat"	"Interactions en propre seulement"
"ornidazole"	"antabuse (réaction)"
"ornidazole"	"nitro-imidazolés"
"oxacilline"	"pénicillines"
"oxaliplatine"	"cytotoxiques"
"oxaliplatine"	"médicaments néphrotoxiques"
"oxaliplatine"	"organoplatines"
"oxatomide"	"médicaments atropiniques"
"oxatomide"	"médicaments sédatifs"
"oxazepam"	"benzodiazépines et apparentés"
"oxazepam"	"médicaments sédatifs"
"oxazolam"	"benzodiazépines et apparentés"
"oxazolam"	"médicaments sédatifs"
"oxcarbazepine"	"anticonvulsivants métabolisés"
"oxcarbazepine"	"hyponatrémiants"
"oxcarbazepine"	"inducteurs enzymatiques"
"oxetorone"	"médicaments sédatifs"
"oxitriptan"	"médicaments mixtes adrénergiques-sérotoninergiques"
"oxitropium"	"médicaments atropiniques"
"oxomemazine"	"médicaments abaissant la pression artérielle"
"oxomemazine"	"médicaments abaissant le seuil épileptogène"
"oxomemazine"	"médicaments atropiniques"
"oxomemazine"	"médicaments sédatifs"
"oxomemazine"	"neuroleptiques"
"oxomemazine"	"neuroleptiques phénothiaziniques"
"oxprenolol"	"antihypertenseurs"
"oxprenolol"	"antihypertenseurs sauf alpha-bloquants"
"oxprenolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"oxprenolol"	"bêta-bloquants (sauf esmolol)"
"oxprenolol"	"bradycardisants"
"oxprenolol"	"médicaments abaissant la pression artérielle"
"oxybutynine"	"médicaments atropiniques"
"oxycodone"	"analgésiques morphiniques agonistes"
"oxycodone"	"analgésiques morphiniques de palier III"
"oxycodone"	"médicaments sédatifs"
"oxycodone"	"morphiniques"
"oxymetazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"oxyphenbutazone"	"anti-inflammatoires non stéroïdiens"
"oxyphenbutazone"	"hyperkaliémiants"
"oxytetracycline"	"cyclines"
"p a s sodique"	"dérivés de l'acide aminosalicylique (ASA)"
"paclitaxel"	"cytotoxiques"
"pancuronium"	"curares"
"pancuronium"	"curares non dépolarisants"
"pantoprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"paracetamol"	"Interactions en propre seulement"
"paraffine"	"huiles minérales"
"parecoxib"	"anti-inflammatoires non stéroïdiens"
"parecoxib"	"hyperkaliémiants"
"paroxetine"	"hyponatrémiants"
"paroxetine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"paroxetine"	"médicaments abaissant le seuil épileptogène"
"pefloxacine"	"fluoroquinolones"
"peg-interferon"	"Interactions en propre seulement"
"pemetrexed"	"Interactions en propre seulement"
"penfluridol"	"médicaments abaissant la pression artérielle"
"penfluridol"	"médicaments abaissant le seuil épileptogène"
"penfluridol"	"médicaments sédatifs"
"penfluridol"	"neuroleptiques"
"penfluridol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"penicillamine"	"Interactions en propre seulement"
"pentamidine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"pentamidine"	"médicaments néphrotoxiques"
"pentamidine"	"médicaments susceptibles de donner des torsades de pointes"
"pentazocine"	"médicaments sédatifs"
"pentazocine"	"morphiniques"
"pentazocine"	"morphiniques agonistes-antagonistes"
"pentobarbital"	"barbituriques"
"pentobarbital"	"médicaments sédatifs"
"pentostatine"	"cytotoxiques"
"pentoxifylline"	"Interactions en propre seulement"
"pergolide"	"alcaloïdes de l'ergot de seigle dopaminergiques"
"pergolide"	"antiparkinsoniens dopaminergiques"
"pergolide"	"dopaminergiques"
"perhexiline"	"Interactions en propre seulement"
"perindopril tert-butylamine"	"antihypertenseurs"
"perindopril tert-butylamine"	"antihypertenseurs sauf alpha-bloquants"
"perindopril tert-butylamine"	"hyperkaliémiants"
"perindopril tert-butylamine"	"inhibiteurs de l'enzyme de conversion"
"perindopril tert-butylamine"	"médicaments abaissant la pression artérielle"
"perphenazine"	"médicaments abaissant la pression artérielle"
"perphenazine"	"médicaments abaissant le seuil épileptogène"
"perphenazine"	"médicaments atropiniques"
"perphenazine"	"médicaments sédatifs"
"perphenazine"	"neuroleptiques"
"perphenazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"perphenazine"	"neuroleptiques phénothiaziniques"
"pethidine"	"analgésiques morphiniques agonistes"
"pethidine"	"analgésiques morphiniques de palier III"
"pethidine"	"médicaments sédatifs"
"pethidine"	"morphiniques"
"phenindione"	"anticoagulants oraux"
"pheniramine"	"médicaments atropiniques"
"pheniramine"	"médicaments sédatifs"
"phenobarbital"	"anticonvulsivants inducteurs enzymatiques"
"phenobarbital"	"anticonvulsivants métabolisés"
"phenobarbital"	"barbituriques"
"phenobarbital"	"inducteurs enzymatiques"
"phenobarbital"	"médicaments sédatifs"
"phenobarbital"	"phénobarbital (et, par extrapolation, primidone)"
"phenoperidine"	"analgésiques morphiniques agonistes"
"phenoperidine"	"analgésiques morphiniques de palier III"
"phenoperidine"	"morphiniques"
"phenoxymethylpenicilline"	"pénicillines"
"phenylbutazone"	"anti-inflammatoires non stéroïdiens"
"phenylbutazone"	"hyperkaliémiants"
"phenylephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"phenylephrine"	"sympathomimétiques indirects"
"phenyltoloxamine"	"médicaments atropiniques"
"phenyltoloxamine"	"médicaments sédatifs"
"phenytoine"	"anticonvulsivants inducteurs enzymatiques"
"phenytoine"	"anticonvulsivants métabolisés"
"phenytoine"	"inducteurs enzymatiques"
"phenytoine"	"phénytoïne (et, par extrapolation, fosphénytoïne)"
"pholcodine"	"antitussifs morphine-like"
"pholcodine"	"médicaments sédatifs"
"pholcodine"	"morphiniques"
"phosphore"	"Interactions en propre seulement"
"pilocarpine"	"bradycardisants"
"pimethixene"	"médicaments atropiniques"
"pimethixene"	"médicaments sédatifs"
"pimozide"	"médicaments abaissant la pression artérielle"
"pimozide"	"médicaments sédatifs"
"pimozide"	"médicaments susceptibles de donner des torsades de pointes"
"pimozide"	"neuroleptiques"
"pimozide"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pimozide"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pimozide"	"substrats à risque du CYP3A4"
"pinazepam"	"benzodiazépines et apparentés"
"pinazepam"	"médicaments sédatifs"
"pindolol"	"antihypertenseurs"
"pindolol"	"antihypertenseurs sauf alpha-bloquants"
"pindolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"pindolol"	"bêta-bloquants (sauf esmolol)"
"pindolol"	"bradycardisants"
"pindolol"	"médicaments abaissant la pression artérielle"
"pioglitazone"	"antidiabétiques glitazones"
"pipamperone"	"médicaments abaissant la pression artérielle"
"pipamperone"	"médicaments abaissant le seuil épileptogène"
"pipamperone"	"médicaments sédatifs"
"pipamperone"	"médicaments susceptibles de donner des torsades de pointes"
"pipamperone"	"neuroleptiques"
"pipamperone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pipamperone"	"neuroleptiques susceptibles de donner des torsades de pointes"
"piperacilline"	"pénicillines"
"piperazine"	"médicaments abaissant la pression artérielle"
"piperazine"	"médicaments abaissant le seuil épileptogène"
"piperazine"	"médicaments atropiniques"
"piperazine"	"médicaments sédatifs"
"piperazine"	"neuroleptiques"
"piperazine"	"neuroleptiques phénothiaziniques"
"pipobroman"	"cytotoxiques"
"pipotiazine"	"médicaments abaissant la pression artérielle"
"pipotiazine"	"médicaments abaissant le seuil épileptogène"
"pipotiazine"	"médicaments atropiniques"
"pipotiazine"	"médicaments sédatifs"
"pipotiazine"	"médicaments susceptibles de donner des torsades de pointes"
"pipotiazine"	"neuroleptiques"
"pipotiazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pipotiazine"	"neuroleptiques phénothiaziniques"
"pipotiazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pirarubicine"	"cytotoxiques"
"piretanide"	"antihypertenseurs"
"piretanide"	"antihypertenseurs sauf alpha-bloquants"
"piretanide"	"diurétiques"
"piretanide"	"diurétiques de l'anse"
"piretanide"	"diurétiques hypokaliémiants"
"piretanide"	"hypokaliémiants"
"piretanide"	"hyponatrémiants"
"piretanide"	"médicaments abaissant la pression artérielle"
"piribedil"	"antiparkinsoniens dopaminergiques"
"piribedil"	"dopaminergiques"
"piroxicam"	"anti-inflammatoires non stéroïdiens"
"piroxicam"	"hyperkaliémiants"
"piroxicam-betadex"	"anti-inflammatoires non stéroïdiens"
"piroxicam-betadex"	"hyperkaliémiants"
"pivampicilline"	"pénicillines"
"pivampicilline"	"pénicillines A"
"pizotifene"	"médicaments atropiniques"
"pizotifene"	"médicaments sédatifs"
"plicamycine"	"cytotoxiques"
"polymyxine b"	"Interactions en propre seulement"
"posaconazole"	"antifongiques azolés"
"posaconazole"	"inhibiteurs puissants du CYP3A4"
"potassium"	"hyperkaliémiants"
"povidone"	"Interactions en propre seulement"
"pramipexole"	"antiparkinsoniens dopaminergiques"
"pramipexole"	"dopaminergiques"
"pravastatine"	"Interactions en propre seulement"
"prazepam"	"benzodiazépines et apparentés"
"prazepam"	"médicaments sédatifs"
"praziquantel"	"Interactions en propre seulement"
"prazosine"	"alphabloquants à visée urologique (sauf doxazosine)"
"prazosine"	"antihypertenseurs"
"prazosine"	"antihypertenseurs alpha-bloquants"
"prazosine"	"médicaments abaissant la pression artérielle"
"prednisolone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"prednisolone"	"hypokaliémiants"
"prednisone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"prednisone"	"hypokaliémiants"
"pregabaline"	"médicaments sédatifs"
"prilocaine"	"Interactions en propre seulement"
"primidone"	"anticonvulsivants inducteurs enzymatiques"
"primidone"	"anticonvulsivants métabolisés"
"primidone"	"barbituriques"
"primidone"	"inducteurs enzymatiques"
"primidone"	"médicaments sédatifs"
"primidone"	"phénobarbital (et, par extrapolation, primidone)"
"pristinamycine"	"Interactions en propre seulement"
"probenecide"	"uricosuriques"
"procarbazine"	"antabuse (réaction)"
"procarbazine"	"cytotoxiques"
"prochlorperazine"	"médicaments abaissant la pression artérielle"
"prochlorperazine"	"médicaments abaissant le seuil épileptogène"
"prochlorperazine"	"médicaments atropiniques"
"prochlorperazine"	"médicaments sédatifs"
"prochlorperazine"	"neuroleptiques"
"prochlorperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"prochlorperazine"	"neuroleptiques phénothiaziniques"
"progesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"proguanil"	"Interactions en propre seulement"
"promegestone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"promestriene"	"estrogènes non contraceptifs"
"promethazine"	"hypnotiques"
"promethazine"	"médicaments abaissant la pression artérielle"
"promethazine"	"médicaments abaissant le seuil épileptogène"
"promethazine"	"médicaments atropiniques"
"promethazine"	"médicaments sédatifs"
"promethazine"	"neuroleptiques"
"promethazine"	"neuroleptiques phénothiaziniques"
"propafenone"	"antiarythmiques"
"propafenone"	"antiarythmiques classe I (sauf lidocaïne)"
"propericiazine"	"médicaments abaissant la pression artérielle"
"propericiazine"	"médicaments abaissant le seuil épileptogène"
"propericiazine"	"médicaments atropiniques"
"propericiazine"	"médicaments sédatifs"
"propericiazine"	"neuroleptiques"
"propericiazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"propericiazine"	"neuroleptiques phénothiaziniques"
"propranolol"	"antihypertenseurs"
"propranolol"	"antihypertenseurs sauf alpha-bloquants"
"propranolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"propranolol"	"bêta-bloquants (sauf esmolol)"
"propranolol"	"bradycardisants"
"propranolol"	"médicaments abaissant la pression artérielle"
"pseudoephedrine"	"sympathomimétiques indirects"
"pyrazinamide"	"Interactions en propre seulement"
"pyridostigmine"	"anticholinestérasiques"
"pyridostigmine"	"bradycardisants"
"pyrimethamine"	"Interactions en propre seulement"
"quetiapine"	"Interactions en propre seulement"
"quinagolide"	"dopaminergiques"
"quinagolide"	"dopaminergiques, hors Parkinson"
"quinapril"	"antihypertenseurs"
"quinapril"	"antihypertenseurs sauf alpha-bloquants"
"quinapril"	"hyperkaliémiants"
"quinapril"	"inhibiteurs de l'enzyme de conversion"
"quinapril"	"médicaments abaissant la pression artérielle"
"quinidine"	"antiarythmiques"
"quinidine"	"antiarythmiques classe I (sauf lidocaïne)"
"quinidine"	"antiarythmiques classe Ia"
"quinidine"	"autres médicaments susceptibles de donner des torsades de pointes"
"quinidine"	"bradycardisants"
"quinidine"	"médicaments atropiniques"
"quinidine"	"médicaments susceptibles de donner des torsades de pointes"
"quinidine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"quinine"	"Interactions en propre seulement"
"quinupristine"	"Interactions en propre seulement"
"rabeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"raltitrexed"	"cytotoxiques"
"ramipril"	"antihypertenseurs"
"ramipril"	"antihypertenseurs sauf alpha-bloquants"
"ramipril"	"hyperkaliémiants"
"ramipril"	"inhibiteurs de l'enzyme de conversion"
"ramipril"	"médicaments abaissant la pression artérielle"
"ranitidine"	"antisécrétoires antihistaminiques H2"
"rasagiline"	"antiparkinsoniens dopaminergiques"
"rasagiline"	"dopaminergiques"
"rasagiline"	"IMAO-B sélectifs"
"remifentanil"	"analgésiques morphiniques agonistes"
"remifentanil"	"analgésiques morphiniques de palier III"
"remifentanil"	"médicaments sédatifs"
"remifentanil"	"morphiniques"
"repaglinide"	"Interactions en propre seulement"
"reserpine"	"Interactions en propre seulement"
"reteplase"	"thrombolytiques"
"reviparine"	"héparines"
"reviparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"reviparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"reviparine"	"hyperkaliémiants"
"rhubarbe"	"hypokaliémiants"
"ribavirine"	"Interactions en propre seulement"
"ricin"	"hypokaliémiants"
"ricinus communis"	"hypokaliémiants"
"rifabutine"	"inducteurs enzymatiques"
"rifampicine"	"inducteurs enzymatiques"
"rilmenidine"	"antihypertenseurs"
"rilmenidine"	"antihypertenseurs centraux"
"rilmenidine"	"antihypertenseurs sauf alpha-bloquants"
"rilmenidine"	"médicaments abaissant la pression artérielle"
"rilmenidine"	"médicaments sédatifs"
"risperidone"	"médicaments abaissant la pression artérielle"
"risperidone"	"médicaments sédatifs"
"risperidone"	"neuroleptiques"
"risperidone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"ritodrine"	"bêta-2 mimétiques"
"ritonavir"	"inhibiteurs de protéase"
"ritonavir"	"inhibiteurs puissants du CYP3A4"
"rivastigmine"	"anticholinestérasiques"
"rivastigmine"	"bradycardisants"
"rizatriptan"	"triptans"
"rizatriptan"	"triptans métabolisés par la MAO"
"rocuronium"	"curares"
"rocuronium"	"curares non dépolarisants"
"rofecoxib"	"anti-inflammatoires non stéroïdiens"
"rofecoxib"	"hyperkaliémiants"
"ropinirole"	"antiparkinsoniens dopaminergiques"
"ropinirole"	"dopaminergiques"
"ropinirole"	"médicaments à risque lors du sevrage tabagique"
"rosiglitazone"	"antidiabétiques glitazones"
"rosuvastatine"	"Interactions en propre seulement"
"roxatidine"	"antisécrétoires antihistaminiques H2"
"roxithromycine"	"macrolides (sauf spiramycine)"
"rupatadine"	"médicaments sédatifs"
"salbutamol"	"bêta-2 mimétiques"
"sapropterine"	"Interactions en propre seulement"
"saquinavir"	"inhibiteurs de protéase"
"saquinavir"	"inhibiteurs de protéase (sauf ritonavir)"
"scopolamine"	"médicaments atropiniques"
"secbutabarbital"	"barbituriques"
"secbutabarbital"	"médicaments sédatifs"
"secnidazole"	"antabuse (réaction)"
"secnidazole"	"nitro-imidazolés"
"selegiline"	"antiparkinsoniens dopaminergiques"
"selegiline"	"dopaminergiques"
"selegiline"	"IMAO-B sélectifs"
"sene"	"hypokaliémiants"
"sene de khartoum"	"hypokaliémiants"
"sene de l'inde"	"hypokaliémiants"
"sertindole"	"médicaments abaissant la pression artérielle"
"sertindole"	"médicaments sédatifs"
"sertindole"	"médicaments susceptibles de donner des torsades de pointes"
"sertindole"	"neuroleptiques"
"sertindole"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sertindole"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sertraline"	"hyponatrémiants"
"sertraline"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"sertraline"	"médicaments abaissant le seuil épileptogène"
"sevelamer"	"Interactions en propre seulement"
"sevoflurane"	"anesthésiques volatils halogénés"
"sibutramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"sildenafil"	"inhibiteurs de la phosphodiesterase de type 5 (sauf vardenafil)"
"silicone"	"huiles minérales"
"simvastatine"	"substrats à risque du CYP3A4"
"sirolimus"	"immunosuppresseurs"
"sirolimus"	"substrats à risque du CYP3A4"
"sodium (aurothiopropanolsulfonate de)"	"Interactions en propre seulement"
"sodium (bicarbonate de)"	"alcalinisants urinaires"
"sodium (docusate de)"	"hypokaliémiants"
"sodium (picosulfate de)"	"hypokaliémiants"
"sodium (ricinoleate de)"	"hypokaliémiants"
"solifenacine"	"médicaments atropiniques"
"sorafenib"	"inhibiteurs des tyrosine kinases"
"sorafenib"	"substrats à risque du CYP3A4"
"sorbitol"	"Interactions en propre seulement"
"sotalol"	"antiarythmiques"
"sotalol"	"antihypertenseurs"
"sotalol"	"antihypertenseurs sauf alpha-bloquants"
"sotalol"	"autres médicaments susceptibles de donner des torsades de pointes"
"sotalol"	"bêta-bloquants (sauf esmolol)"
"sotalol"	"bradycardisants"
"sotalol"	"médicaments abaissant la pression artérielle"
"sotalol"	"médicaments susceptibles de donner des torsades de pointes"
"sotalol"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"spectinomycine"	"médicaments néphrotoxiques"
"spiramycine"	"autres médicaments susceptibles de donner des torsades de pointes"
"spiramycine"	"médicaments susceptibles de donner des torsades de pointes"
"spiramycine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"spirapril"	"antihypertenseurs"
"spirapril"	"antihypertenseurs sauf alpha-bloquants"
"spirapril"	"hyperkaliémiants"
"spirapril"	"inhibiteurs de l'enzyme de conversion"
"spirapril"	"médicaments abaissant la pression artérielle"
"spironolactone"	"antihypertenseurs"
"spironolactone"	"antihypertenseurs sauf alpha-bloquants"
"spironolactone"	"diurétiques"
"spironolactone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"spironolactone"	"hyperkaliémiants"
"spironolactone"	"hyponatrémiants"
"spironolactone"	"médicaments abaissant la pression artérielle"
"stavudine"	"Interactions en propre seulement"
"stiripentol"	"Interactions en propre seulement"
"streptokinase"	"thrombolytiques"
"streptomycine"	"aminosides"
"streptomycine"	"médicaments néphrotoxiques"
"streptozocine"	"cytotoxiques"
"streptozocine"	"médicaments néphrotoxiques"
"strontium"	"Interactions en propre seulement"
"succinylcholine"	"curares"
"sucralfate"	"Interactions en propre seulement"
"sufentanil"	"analgésiques morphiniques agonistes"
"sufentanil"	"analgésiques morphiniques de palier III"
"sufentanil"	"médicaments sédatifs"
"sufentanil"	"morphiniques"
"sulfacetamide"	"sulfamides antibactériens"
"sulfadiazine"	"sulfamides antibactériens"
"sulfadoxine"	"sulfamides antibactériens"
"sulfafurazol"	"sulfamides antibactériens"
"sulfaguanidine"	"sulfamides antibactériens"
"sulfamethizol"	"sulfamides antibactériens"
