"molecule"	"famille"
"magnesium (hydroxyde de)"	"topiques gastro-intestinaux, antiacides et adsorbants"
"magnesium (trisilicate de)"	"topiques gastro-intestinaux, antiacides et adsorbants"
"manidipine"	"antagonistes des canaux calciques"
"manidipine"	"antihypertenseurs"
"manidipine"	"antihypertenseurs sauf alpha-bloquants"
"manidipine"	"dihydropyridines"
"manidipine"	"médicaments abaissant la pression artérielle"
"mannitol"	"Interactions en propre seulement"
"maprotiline"	"antidépresseurs imipraminiques"
"maprotiline"	"médicaments abaissant la pression artérielle"
"maprotiline"	"médicaments abaissant le seuil épileptogène"
"maprotiline"	"médicaments atropiniques"
"méclozine"	"médicaments atropiniques"
"méclozine"	"médicaments sédatifs"
"medazepam"	"benzodiazépines et apparentés"
"medazepam"	"médicaments sédatifs"
"medrogestone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"medroxyprogesterone"	"progestatifs contraceptifs"
"medroxyprogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"mefenidramium"	"médicaments atropiniques"
"mefenidramium"	"médicaments sédatifs"
"mefloquine"	"bradycardisants"
"mefloquine"	"médicaments abaissant le seuil épileptogène"
"meloxicam"	"anti-inflammatoires non stéroïdiens"
"meloxicam"	"hyperkaliémiants"
"melphalan"	"cytotoxiques"
"menthe"	"médicaments abaissant le seuil épileptogène"
"menthol racemique"	"médicaments abaissant le seuil épileptogène"
"meprobamate"	"hypnotiques"
"meprobamate"	"médicaments sédatifs"
"mepyramine"	"médicaments atropiniques"
"mepyramine"	"médicaments sédatifs"
"mequitazine"	"médicaments atropiniques"
"mequitazine"	"médicaments susceptibles de donner des torsades de pointes"
"mequitazine"	"médicaments sédatifs"
"mequitazine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"merbromine"	"antiseptiques mercuriels"
"mercaptopurine"	"cytotoxiques"
"meropenem"	"pénems"
"mesalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"metformine"	"Interactions en propre seulement"
"methadone"	"morphiniques"
"methadone"	"morphiniques en traitement de substitution"
"methadone"	"médicaments susceptibles de donner des torsades de pointes"
"methadone"	"médicaments sédatifs"
"methadone"	"médicaments à risque lors du sevrage tabagique"
"methenamine"	"Interactions en propre seulement"
"methotrexate"	"cytotoxiques"
"methotrexate"	"médicaments néphrotoxiques"
"methoxyflurane"	"anesthésiques volatils halogénés"
"methyclothiazide"	"antihypertenseurs"
"methyclothiazide"	"antihypertenseurs sauf alpha-bloquants"
"methyclothiazide"	"diurétiques"
"methyclothiazide"	"diurétiques hypokaliémiants"
"methyclothiazide"	"diurétiques thiazidiques et apparentés"
"methyclothiazide"	"hypokaliémiants"
"methyclothiazide"	"hyponatrémiants"
"methyclothiazide"	"médicaments abaissant la pression artérielle"
"methyldopa"	"antihypertenseurs"
"methyldopa"	"antihypertenseurs centraux"
"methyldopa"	"antihypertenseurs sauf alpha-bloquants"
"methyldopa"	"médicaments abaissant la pression artérielle"
"methyldopa"	"médicaments sédatifs"
"methylenecycline"	"cyclines"
"methylergometrine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"methylergometrine"	"substrats à risque du CYP3A4"
"methylphenidate"	"sympathomimétiques indirects"
"methylphenobarbital"	"barbituriques"
"methylphenobarbital"	"médicaments sédatifs"
"methylprednisolone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"methylprednisolone"	"hypokaliémiants"
"methysergide"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"methysergide"	"substrats à risque du CYP3A4"
"metipranolol"	"antihypertenseurs"
"metipranolol"	"antihypertenseurs sauf alpha-bloquants"
"metipranolol"	"bradycardisants"
"metipranolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"metipranolol"	"bêta-bloquants (sauf esmolol)"
"metipranolol"	"médicaments abaissant la pression artérielle"
"metoclopramide"	"médicaments abaissant la pression artérielle"
"metoclopramide"	"médicaments sédatifs"
"metoclopramide"	"neuroleptiques"
"metoclopramide"	"neuroleptiques antiémétiques"
"metopimazine"	"médicaments abaissant la pression artérielle"
"metopimazine"	"médicaments atropiniques"
"metopimazine"	"médicaments sédatifs"
"metopimazine"	"neuroleptiques"
"metopimazine"	"neuroleptiques antiémétiques"
"metoprolol"	"antihypertenseurs"
"metoprolol"	"antihypertenseurs sauf alpha-bloquants"
"metoprolol"	"bradycardisants"
"metoprolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"metoprolol"	"bêta-bloquants (sauf esmolol)"
"metoprolol"	"bêta-bloquants dans l'insuffisance cardiaque"
"metoprolol"	"médicaments abaissant la pression artérielle"
"metronidazole"	"antabuse (réaction)"
"metyrapone"	"Interactions en propre seulement"
"mexiletine"	"antiarythmiques"
"mexiletine"	"antiarythmiques classe I (sauf lidocaïne)"
"mezlocilline"	"pénicillines"
"mianserine"	"médicaments sédatifs"
"miconazole"	"Interactions en propre seulement"
"midazolam"	"benzodiazépines et apparentés"
"midazolam"	"médicaments sédatifs"
"midazolam"	"substrats à risque du CYP3A4"
"midecamycine"	"macrolides (sauf spiramycine)"
"midodrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"millepertuis"	"Interactions en propre seulement"
"milnacipran"	"médicaments mixtes adrénergiques-sérotoninergiques"
"miltefosine"	"cytotoxiques"
"minocycline"	"cyclines"
"mirtazapine"	"médicaments sédatifs"
"mitoguazone"	"cytotoxiques"
"mitomycine c"	"cytotoxiques"
"mitoxantrone"	"cytotoxiques"
"mivacurium"	"curares"
"mizolastine"	"médicaments atropiniques"
"mizolastine"	"médicaments susceptibles de donner des torsades de pointes"
"mizolastine"	"médicaments sédatifs"
"mizolastine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"moclobemide"	"IMAO-A sélectifs, y compris linezolide et bleu de méthylène"
"modafinil"	"Interactions en propre seulement"
"moexipril"	"antihypertenseurs"
"moexipril"	"antihypertenseurs sauf alpha-bloquants"
"moexipril"	"hyperkaliémiants"
"moexipril"	"inhibiteurs de l'enzyme de conversion"
"moexipril"	"médicaments abaissant la pression artérielle"
"molsidomine"	"dérivés nitrés et apparentés"
"mometasone"	"autres corticoïdes, notamment inhalés"
"monmectite"	"topiques gastro-intestinaux, antiacides et adsorbants"
"montelukast"	"Interactions en propre seulement"
"morniflumate"	"anti-inflammatoires non stéroïdiens"
"morniflumate"	"hyperkaliémiants"
"morphine"	"analgésiques morphiniques agonistes"
"morphine"	"analgésiques morphiniques de palier III"
"morphine"	"morphiniques"
"morphine"	"médicaments sédatifs"
"moxifloxacine"	"fluoroquinolones"
"moxifloxacine"	"médicaments susceptibles de donner des torsades de pointes"
"moxifloxacine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"moxonidine"	"antihypertenseurs"
"moxonidine"	"antihypertenseurs centraux"
"moxonidine"	"antihypertenseurs sauf alpha-bloquants"
"moxonidine"	"médicaments abaissant la pression artérielle"
"moxonidine"	"médicaments sédatifs"
"mycophenolate mofetil"	"Interactions en propre seulement"
"myristalkonium"	"spermicides"
"nabumetone"	"anti-inflammatoires non stéroïdiens"
"nabumetone"	"hyperkaliémiants"
"nadolol"	"antihypertenseurs"
"nadolol"	"antihypertenseurs sauf alpha-bloquants"
"nadolol"	"bradycardisants"
"nadolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nadolol"	"bêta-bloquants (sauf esmolol)"
"nadolol"	"médicaments abaissant la pression artérielle"
"nadoxolol"	"antihypertenseurs"
"nadoxolol"	"antihypertenseurs sauf alpha-bloquants"
"nadoxolol"	"bradycardisants"
"nadoxolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nadoxolol"	"bêta-bloquants (sauf esmolol)"
"nadoxolol"	"médicaments abaissant la pression artérielle"
"nadroparine calcique"	"hyperkaliémiants"
"nadroparine calcique"	"héparines"
"nadroparine calcique"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"nadroparine calcique"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"nalbuphine"	"morphiniques"
"nalbuphine"	"morphiniques agonistes-antagonistes"
"nalbuphine"	"médicaments sédatifs"
"nalorphine"	"morphiniques"
"nalorphine"	"médicaments sédatifs"
"naloxone"	"morphiniques"
"naloxone"	"médicaments sédatifs"
"naltrexone"	"morphiniques"
"naltrexone"	"médicaments sédatifs"
"naphazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"naproxene"	"anti-inflammatoires non stéroïdiens"
"naproxene"	"hyperkaliémiants"
"naratriptan"	"triptans"
"naratriptan"	"triptans non métabolisés par la MAO"
"nateglinide"	"glinides"
"nebivolol"	"antihypertenseurs"
"nebivolol"	"antihypertenseurs sauf alpha-bloquants"
"nebivolol"	"bradycardisants"
"nebivolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"nebivolol"	"bêta-bloquants (sauf esmolol)"
"nebivolol"	"bêta-bloquants dans l'insuffisance cardiaque"
"nebivolol"	"médicaments abaissant la pression artérielle"
"nefopam"	"médicaments sédatifs"
"nelfinavir"	"inhibiteurs de protéases boostés par ritonavir"
"nelfinavir"	"inhibiteurs puissants du CYP3A4"
"neostigmine"	"anticholinestérasiques"
"neostigmine"	"bradycardisants"
"netilmicine"	"aminosides"
"netilmicine"	"médicaments néphrotoxiques"
"netilmicine"	"médicaments ototoxiques"
"nevirapine"	"inducteurs enzymatiques"
"nialamide"	"IMAO non sélectifs"
"niaouli"	"médicaments abaissant le seuil épileptogène"
"niaprazine"	"hypnotiques"
"niaprazine"	"médicaments atropiniques"
"niaprazine"	"médicaments sédatifs"
"nicardipine"	"antagonistes des canaux calciques"
"nicardipine"	"antihypertenseurs"
"nicardipine"	"antihypertenseurs sauf alpha-bloquants"
"nicardipine"	"dihydropyridines"
"nicardipine"	"médicaments abaissant la pression artérielle"
"nicorandil"	"dérivés nitrés et apparentés"
"nicotine"	"traitements de substitution nicotinique"
"nifedipine"	"antagonistes des canaux calciques"
"nifedipine"	"antihypertenseurs"
"nifedipine"	"antihypertenseurs sauf alpha-bloquants"
"nifedipine"	"dihydropyridines"
"nifedipine"	"médicaments abaissant la pression artérielle"
"nilotinib"	"inhibiteurs des tyrosine kinases"
"nilotinib"	"substrats à risque du CYP3A4"
"nimesulide"	"anti-inflammatoires non stéroïdiens"
"nimesulide"	"hyperkaliémiants"
"nimetazepam"	"benzodiazépines et apparentés"
"nimetazepam"	"médicaments sédatifs"
"nimodipine"	"antagonistes des canaux calciques"
"nimodipine"	"antihypertenseurs"
"nimodipine"	"antihypertenseurs sauf alpha-bloquants"
"nimodipine"	"dihydropyridines"
"nimodipine"	"médicaments abaissant la pression artérielle"
"nitrazepam"	"benzodiazépines et apparentés"
"nitrazepam"	"hypnotiques"
"nitrazepam"	"médicaments sédatifs"
"nitrendipine"	"antagonistes des canaux calciques"
"nitrendipine"	"antihypertenseurs"
"nitrendipine"	"antihypertenseurs sauf alpha-bloquants"
"nitrendipine"	"dihydropyridines"
"nitrendipine"	"médicaments abaissant la pression artérielle"
"nizatidine"	"antisécrétoires antihistaminiques H2"
"nomegestrol"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"nonoxynol 9"	"spermicides"
"noradrenaline"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"nordazepam"	"benzodiazépines et apparentés"
"nordazepam"	"médicaments sédatifs"
"norepinephrine"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"norethandrolone"	"androgènes"
"norethisterone"	"progestatifs contraceptifs"
"norethisterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"norfloxacine"	"fluoroquinolones"
"norgestrienone"	"progestatifs contraceptifs"
"nortriptyline"	"antidépresseurs imipraminiques"
"nortriptyline"	"médicaments abaissant la pression artérielle"
"nortriptyline"	"médicaments abaissant le seuil épileptogène"
"nortriptyline"	"médicaments atropiniques"
"noscapine"	"antitussifs morphine-like"
"noscapine"	"morphiniques"
"noscapine"	"médicaments sédatifs"
"octreotide"	"analogues de la somatostatine"
"ofloxacine"	"fluoroquinolones"
"olanzapine"	"médicaments abaissant la pression artérielle"
"olanzapine"	"médicaments sédatifs"
"olanzapine"	"neuroleptiques"
"olanzapine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"olmesartan"	"antagonistes des récepteurs de l'angiotensine II"
"olmesartan"	"antihypertenseurs"
"olmesartan"	"antihypertenseurs sauf alpha-bloquants"
"olmesartan"	"hyperkaliémiants"
"olmesartan"	"médicaments abaissant la pression artérielle"
"olsalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"omeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"ondansetron"	"Interactions en propre seulement"
"opipramol"	"antidépresseurs imipraminiques"
"opipramol"	"médicaments abaissant la pression artérielle"
"opipramol"	"médicaments abaissant le seuil épileptogène"
"opipramol"	"médicaments atropiniques"
"or"	"Interactions en propre seulement"
"orlistat"	"Interactions en propre seulement"
"ornidazole"	"antabuse (réaction)"
"oxacilline"	"pénicillines"
"oxaliplatine"	"cytotoxiques"
"oxaliplatine"	"médicaments néphrotoxiques"
"oxaliplatine"	"médicaments ototoxiques"
"oxaliplatine"	"organoplatines"
"oxatomide"	"médicaments atropiniques"
"oxatomide"	"médicaments sédatifs"
"oxazepam"	"benzodiazépines et apparentés"
"oxazepam"	"médicaments sédatifs"
"oxazolam"	"benzodiazépines et apparentés"
"oxazolam"	"médicaments sédatifs"
"oxcarbazepine"	"anticonvulsivants métabolisés"
"oxcarbazepine"	"hyponatrémiants"
"oxcarbazepine"	"inducteurs enzymatiques"
"oxetorone"	"médicaments sédatifs"
"oxitriptan"	"médicaments mixtes adrénergiques-sérotoninergiques"
"oxitropium"	"médicaments atropiniques"
"oxomemazine"	"médicaments abaissant la pression artérielle"
"oxomemazine"	"médicaments abaissant le seuil épileptogène"
"oxomemazine"	"médicaments atropiniques"
"oxomemazine"	"médicaments sédatifs"
"oxomemazine"	"neuroleptiques"
"oxprenolol"	"antihypertenseurs"
"oxprenolol"	"antihypertenseurs sauf alpha-bloquants"
"oxprenolol"	"bradycardisants"
"oxprenolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"oxprenolol"	"bêta-bloquants (sauf esmolol)"
"oxprenolol"	"médicaments abaissant la pression artérielle"
"oxybutynine"	"médicaments atropiniques"
"oxycodone"	"analgésiques morphiniques agonistes"
"oxycodone"	"analgésiques morphiniques de palier III"
"oxycodone"	"morphiniques"
"oxycodone"	"médicaments sédatifs"
"oxycodone"	"substrats à risque du CYP3A4"
"oxymetazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"oxytetracycline"	"cyclines"
"p a s sodique"	"dérivés de l'acide aminosalicylique (ASA)"
"paclitaxel"	"cytotoxiques"
"paliperidone"	"médicaments abaissant la pression artérielle"
"paliperidone"	"médicaments sédatifs"
"paliperidone"	"neuroleptiques"
"paliperidone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pancuronium"	"curares"
"pancuronium"	"curares non dépolarisants"
"pantoprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"paracetamol"	"Interactions en propre seulement"
"paraffine"	"huiles minérales"
"parecoxib"	"anti-inflammatoires non stéroïdiens"
"parecoxib"	"hyperkaliémiants"
"paroxetine"	"hyponatrémiants"
"paroxetine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"paroxetine"	"médicaments abaissant le seuil épileptogène"
"pazopanib"	"inhibiteurs des tyrosine kinases"
"pazopanib"	"substrats à risque du CYP3A4"
"pefloxacine"	"fluoroquinolones"
"peg-interferon alfa-2a"	"Interactions en propre seulement"
"pemetrexed"	"Interactions en propre seulement"
"penfluridol"	"médicaments abaissant la pression artérielle"
"penfluridol"	"médicaments abaissant le seuil épileptogène"
"penfluridol"	"médicaments sédatifs"
"penfluridol"	"neuroleptiques"
"penfluridol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"penicillamine"	"Interactions en propre seulement"
"pentamidine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"pentamidine"	"médicaments néphrotoxiques"
"pentamidine"	"médicaments susceptibles de donner des torsades de pointes"
"pentazocine"	"morphiniques"
"pentazocine"	"morphiniques agonistes-antagonistes"
"pentazocine"	"médicaments sédatifs"
"pentobarbital"	"barbituriques"
"pentobarbital"	"médicaments sédatifs"
"pentostatine"	"cytotoxiques"
"pentoxifylline"	"Interactions en propre seulement"
"pergolide"	"alcaloïdes de l'ergot de seigle dopaminergiques"
"pergolide"	"antiparkinsoniens dopaminergiques"
"pergolide"	"dopaminergiques"
"pergolide"	"médicaments sédatifs"
"perindopril tert-butylamine"	"antihypertenseurs"
"perindopril tert-butylamine"	"antihypertenseurs sauf alpha-bloquants"
"perindopril tert-butylamine"	"hyperkaliémiants"
"perindopril tert-butylamine"	"inhibiteurs de l'enzyme de conversion"
"perindopril tert-butylamine"	"médicaments abaissant la pression artérielle"
"perphenazine"	"médicaments abaissant la pression artérielle"
"perphenazine"	"médicaments abaissant le seuil épileptogène"
"perphenazine"	"médicaments atropiniques"
"perphenazine"	"médicaments sédatifs"
"perphenazine"	"neuroleptiques"
"perphenazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pethidine"	"analgésiques morphiniques agonistes"
"pethidine"	"analgésiques morphiniques de palier III"
"pethidine"	"morphiniques"
"pethidine"	"médicaments sédatifs"
"phenindione"	"anticoagulants oraux"
"phenindione"	"antivitamines K"
"pheniramine"	"médicaments atropiniques"
"pheniramine"	"médicaments sédatifs"
"phenobarbital"	"anticonvulsivants inducteurs enzymatiques"
"phenobarbital"	"anticonvulsivants métabolisés"
"phenobarbital"	"barbituriques"
"phenobarbital"	"inducteurs enzymatiques"
"phenobarbital"	"médicaments sédatifs"
"phenobarbital"	"phénobarbital (et, par extrapolation, primidone)"
"phenoperidine"	"analgésiques morphiniques agonistes"
"phenoperidine"	"analgésiques morphiniques de palier III"
"phenoperidine"	"morphiniques"
"phenoxymethylpenicilline"	"pénicillines"
"phenylbutazone"	"anti-inflammatoires non stéroïdiens"
"phenylbutazone"	"hyperkaliémiants"
"phenylephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"phenylephrine"	"sympathomimétiques indirects"
"phenyltoloxamine"	"médicaments atropiniques"
"phenyltoloxamine"	"médicaments sédatifs"
"phenytoine"	"anticonvulsivants inducteurs enzymatiques"
"phenytoine"	"anticonvulsivants métabolisés"
"phenytoine"	"inducteurs enzymatiques"
"phenytoine"	"phénytoïne (et, par extrapolation, fosphénytoïne)"
"pholcodine"	"antitussifs morphine-like"
"pholcodine"	"morphiniques"
"pholcodine"	"médicaments sédatifs"
"pilocarpine"	"bradycardisants"
"pimethixene"	"médicaments atropiniques"
"pimethixene"	"médicaments sédatifs"
"pimozide"	"médicaments abaissant la pression artérielle"
"pimozide"	"médicaments susceptibles de donner des torsades de pointes"
"pimozide"	"médicaments sédatifs"
"pimozide"	"neuroleptiques"
"pimozide"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pimozide"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pimozide"	"substrats à risque du CYP3A4"
"pinazepam"	"benzodiazépines et apparentés"
"pinazepam"	"médicaments sédatifs"
"pindolol"	"antihypertenseurs"
"pindolol"	"antihypertenseurs sauf alpha-bloquants"
"pindolol"	"bradycardisants"
"pindolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"pindolol"	"bêta-bloquants (sauf esmolol)"
"pindolol"	"médicaments abaissant la pression artérielle"
"pioglitazone"	"antidiabétiques glitazones"
"pipamperone"	"médicaments abaissant la pression artérielle"
"pipamperone"	"médicaments abaissant le seuil épileptogène"
"pipamperone"	"médicaments susceptibles de donner des torsades de pointes"
"pipamperone"	"médicaments sédatifs"
"pipamperone"	"neuroleptiques"
"pipamperone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pipamperone"	"neuroleptiques susceptibles de donner des torsades de pointes"
"piperacilline"	"pénicillines"
"piperazine"	"médicaments abaissant la pression artérielle"
"piperazine"	"médicaments abaissant le seuil épileptogène"
"piperazine"	"médicaments atropiniques"
"piperazine"	"médicaments sédatifs"
"piperazine"	"neuroleptiques"
"pipobroman"	"cytotoxiques"
"pipotiazine"	"médicaments abaissant la pression artérielle"
"pipotiazine"	"médicaments abaissant le seuil épileptogène"
"pipotiazine"	"médicaments atropiniques"
"pipotiazine"	"médicaments susceptibles de donner des torsades de pointes"
"pipotiazine"	"médicaments sédatifs"
"pipotiazine"	"neuroleptiques"
"pipotiazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"pipotiazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"pirarubicine"	"cytotoxiques"
"piretanide"	"antihypertenseurs"
"piretanide"	"antihypertenseurs sauf alpha-bloquants"
"piretanide"	"diurétiques"
"piretanide"	"diurétiques de l'anse"
"piretanide"	"diurétiques hypokaliémiants"
"piretanide"	"hypokaliémiants"
"piretanide"	"hyponatrémiants"
"piretanide"	"médicaments abaissant la pression artérielle"
"piretanide"	"médicaments ototoxiques"
"pirfenidone"	"Interactions en propre seulement"
"piribedil"	"antiparkinsoniens dopaminergiques"
"piribedil"	"dopaminergiques"
"piribedil"	"médicaments sédatifs"
"piroxicam"	"anti-inflammatoires non stéroïdiens"
"piroxicam"	"hyperkaliémiants"
"piroxicam-betadex"	"anti-inflammatoires non stéroïdiens"
"piroxicam-betadex"	"hyperkaliémiants"
"pitavastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"pivampicilline"	"pénicillines"
"pivampicilline"	"pénicillines A"
"pizotifene"	"médicaments atropiniques"
"pizotifene"	"médicaments sédatifs"
"plicamycine"	"cytotoxiques"
"poly (styrenesulfonate de calcium)"	"catiorésines"
"polymyxine b"	"Interactions en propre seulement"
"posaconazole"	"antifongiques azolés"
"posaconazole"	"inhibiteurs puissants du CYP3A4"
"potassium"	"hyperkaliémiants"
"potassium (citrate de)"	"citrates"
"povidone"	"topiques gastro-intestinaux, antiacides et adsorbants"
"povidone iodée"	"Interactions en propre seulement"
"pramipexole"	"antiparkinsoniens dopaminergiques"
"pramipexole"	"dopaminergiques"
"pramipexole"	"médicaments sédatifs"
"prasugrel"	"antiagrégants plaquettaires"
"pravastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"prazepam"	"benzodiazépines et apparentés"
"prazepam"	"médicaments sédatifs"
"praziquantel"	"Interactions en propre seulement"
"prazosine"	"alphabloquants à visée urologique"
"prazosine"	"antihypertenseurs"
"prazosine"	"antihypertenseurs alpha-bloquants"
"prazosine"	"médicaments abaissant la pression artérielle"
"prednisolone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"prednisolone"	"hypokaliémiants"
"prednisone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"prednisone"	"hypokaliémiants"
"pregabaline"	"médicaments sédatifs"
"prilocaine"	"Interactions en propre seulement"
"primidone"	"anticonvulsivants inducteurs enzymatiques"
"primidone"	"anticonvulsivants métabolisés"
"primidone"	"barbituriques"
"primidone"	"inducteurs enzymatiques"
"primidone"	"médicaments sédatifs"
"primidone"	"phénobarbital (et, par extrapolation, primidone)"
"pristinamycine"	"Interactions en propre seulement"
"probenecide"	"uricosuriques"
"procarbazine"	"antabuse (réaction)"
"procarbazine"	"cytotoxiques"
"prochlorperazine"	"médicaments abaissant la pression artérielle"
"prochlorperazine"	"médicaments abaissant le seuil épileptogène"
"prochlorperazine"	"médicaments atropiniques"
"prochlorperazine"	"médicaments sédatifs"
"prochlorperazine"	"neuroleptiques"
"prochlorperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"progesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"proguanil"	"Interactions en propre seulement"
"promegestone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"promestriene"	"estrogènes non contraceptifs"
"promethazine"	"hypnotiques"
"promethazine"	"médicaments abaissant la pression artérielle"
"promethazine"	"médicaments abaissant le seuil épileptogène"
"promethazine"	"médicaments atropiniques"
"promethazine"	"médicaments sédatifs"
"promethazine"	"neuroleptiques"
"propafenone"	"antiarythmiques"
"propafenone"	"antiarythmiques classe I (sauf lidocaïne)"
"propericiazine"	"médicaments abaissant la pression artérielle"
"propericiazine"	"médicaments abaissant le seuil épileptogène"
"propericiazine"	"médicaments atropiniques"
"propericiazine"	"médicaments sédatifs"
"propericiazine"	"neuroleptiques"
"propericiazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"propranolol"	"antihypertenseurs"
"propranolol"	"antihypertenseurs sauf alpha-bloquants"
"propranolol"	"bradycardisants"
"propranolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"propranolol"	"bêta-bloquants (sauf esmolol)"
"propranolol"	"médicaments abaissant la pression artérielle"
"prucalopride"	"médicaments susceptibles de donner des torsades de pointes"
"prucalopride"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"pseudoephedrine"	"sympathomimétiques indirects"
"pyrazinamide"	"Interactions en propre seulement"
"pyridostigmine"	"anticholinestérasiques"
"pyridostigmine"	"bradycardisants"
"pyrimethamine"	"Interactions en propre seulement"
"quetiapine"	"Interactions en propre seulement"
"quinagolide"	"dopaminergiques"
"quinagolide"	"dopaminergiques, hors Parkinson"
"quinagolide"	"médicaments sédatifs"
"quinapril"	"antihypertenseurs"
"quinapril"	"antihypertenseurs sauf alpha-bloquants"
"quinapril"	"hyperkaliémiants"
"quinapril"	"inhibiteurs de l'enzyme de conversion"
"quinapril"	"médicaments abaissant la pression artérielle"
"quinidine"	"antiarythmiques"
"quinidine"	"antiarythmiques classe I (sauf lidocaïne)"
"quinidine"	"antiarythmiques classe Ia"
"quinidine"	"bradycardisants"
"quinidine"	"médicaments atropiniques"
"quinidine"	"médicaments susceptibles de donner des torsades de pointes"
"quinidine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"quinine"	"substrats à risque du CYP3A4"
"quinupristine"	"Interactions en propre seulement"
"rabeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"raltitrexed"	"cytotoxiques"
"ramipril"	"antihypertenseurs"
"ramipril"	"antihypertenseurs sauf alpha-bloquants"
"ramipril"	"hyperkaliémiants"
"ramipril"	"inhibiteurs de l'enzyme de conversion"
"ramipril"	"médicaments abaissant la pression artérielle"
"ranitidine"	"antisécrétoires antihistaminiques H2"
"ranolazine"	"Interactions en propre seulement"
"rasagiline"	"IMAO-B sélectifs"
"rasagiline"	"antiparkinsoniens dopaminergiques"
"rasagiline"	"dopaminergiques"
"rasagiline"	"médicaments sédatifs"
"reglisse"	"hypokaliémiants"
"remifentanil"	"analgésiques morphiniques agonistes"
"remifentanil"	"analgésiques morphiniques de palier III"
"remifentanil"	"morphiniques"
"remifentanil"	"médicaments sédatifs"
"repaglinide"	"glinides"
"reserpine"	"Interactions en propre seulement"
"reteplase"	"thrombolytiques"
"retigabine"	"anticonvulsivants métabolisés"
"reviparine"	"hyperkaliémiants"
"reviparine"	"héparines"
"reviparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"reviparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"rhubarbe"	"hypokaliémiants"
"ribavirine"	"Interactions en propre seulement"
"ricin"	"hypokaliémiants"
"ricinus communis"	"hypokaliémiants"
"rifabutine"	"inducteurs enzymatiques"
"rifampicine"	"inducteurs enzymatiques"
"rilmenidine"	"antihypertenseurs"
"rilmenidine"	"antihypertenseurs centraux"
"rilmenidine"	"antihypertenseurs sauf alpha-bloquants"
"rilmenidine"	"médicaments abaissant la pression artérielle"
"rilmenidine"	"médicaments sédatifs"
"risperidone"	"médicaments abaissant la pression artérielle"
"risperidone"	"médicaments sédatifs"
"risperidone"	"neuroleptiques"
"risperidone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"ritodrine"	"bêta-2 mimétiques"
