"entree";"interaction";"page";"CI";"AD";"PE";"PC"
"FLUVOXAMINE";"MEXILETINE";101;;;"Precaution d'emploi Surveillance clinique et ECG. Adaptation de la posologie de la mexiletine pendant le traitement par la fluvoxamine et apres son arret. Risque de majoration des effets indesirables de la mexiletine, par inhibition de son metabolisme par la fluvoxamine.";
"FLUVOXAMINE";"OLANZAPINE";101;;;"Precaution d'emploi Surveillance clinique et reduction eventuelle de la posologie de l'olanzapine pendant le traitement par fluvoxamine. Augmentation des concentrations de l'olanzapine, avec risque de majoration des effets indesirables, par diminution de son metabolisme hepatique par la fluvoxamine.";
"FLUVOXAMINE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";101;;;"Precaution d'emploi Surveillance clinique et eventuellement controle des concentrations plamatiques de phenytoine. Si besoin, adaptation posologique de la phenytoine pendant le traitement par la fluvoxamine et apres son arret. Augmentation des concentrations plasmatiques de phenytoine avec signes de surdosage, par inhibition du metabolisme hepatique de la phenytoine.";
"FLUVOXAMINE";"PIRFENIDONE";101;"CONTRE-INDICATION Augmentation des concentrations plasmatiques de pirfenidone avec signes de surdosage.";;;
"FLUVOXAMINE";"PROPRANOLOL";101;;;"Precaution d'emploi Surveillance clinique accrue et, si besoin, adaptation de la posologie du propranolol pendant le traitement par la fluvoxamine et apres son arret. Augmentation des concentrations plasmatiques de propranolol par inhibition de son metabolisme hepatique, avec majoration de l'activite et des effets indesirables, par exemple : bradycardie importante.";
"FLUVOXAMINE";"ROPINIROLE";101;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie du ropinirole pendant le traitement par fluvoxamine et apres son arret. Augmentation des concentrations de ropinirole, avec risque de surdosage, par diminution de son metabolisme hepatique par la fluvoxamine.";
"FLUVOXAMINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";101;;;"Precaution d'emploi Surveillance clinique et eventuellement de la theophyllinemie ; si besoin, adaptation de la posologie de la theophylline pendant le traitement par la fluvoxamine et apres son arret. Augmentation de la theophyllinemie avec signes de surdosage (diminution du metabolisme hepatique de la theophylline).";
"FOLATES";"PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)";101;;;"Precaution d'emploi Surveillance clinique, controle des concentrations plasmatiques, et adaptationn, s'il y a lieu, de la posologie du phenobarbital pendant la supplementation folique et apres son arret. Diminution des concentrations plasmatiques du phenobarbital, par augmentation de son metabolisme dont les folates representent un des cofacteurs.";
"FOLATES";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";101;;;"Precaution d'emploi Surveillance clinique et controle des concentrations plasmatiques de phenytoine. Adaptation eventuelle de la posologie de la phenytoine pendant la supplementation folique et apres son arret. Diminution des concentrations plasmatiques de phenytoine par augmentation de son metabolisme dont les folates representent un des cofacteurs.";
"FOSAMPRENAVIR";"MARAVIROC";102;;"Association DECONSEILLEE Diminution significative des concentrations d'amprenavir pouvant conduire a une perte de la reponse virologique.";;
"FOSCARNET";"PENTAMIDINE";102;;;"Precaution d'emploi Surveillance de la calcemie et supplementation si necessaire. Risque d'hypocalcemie severe.";
"FOTEMUSTINE";"DACARBAZINE";102;;;"Precaution d'emploi Ne pas utiliser simultanement mais respecter un delai d'une semaine entre la derniere administration de fotemustine et le premier jour de la cure de dacarbazine. Avec la dacarbazine a doses elevees : risque de toxicite pulmonaire (syndrome de detresse respiratoire aigue de l'adulte).";
"FUROSEMIDE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";102;;;"Precaution d'emploi Utiliser eventuellement des doses plus elevees de furosemide. Diminution de l'effet diuretique pouvant atteindre 50 %.";
"GANCICLOVIR";"DIDANOSINE";102;;"Association DECONSEILLEE Risque d'augmentation des effets indesirables de la didanosine, et notamment la toxicite mitochondriale, par augmentation importante de ses concentrations. De plus risque de diminution de l'efficacite du ganciclovir par diminution de ses concentrations, si les deux medicaments sont ingeres a moins de 2 heures d'intervalle.";;
"GANCICLOVIR";"ZALCITABINE";102;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque accru de survenue de neuropathies peripheriques par addition d'effets indesirables.";
"GANCICLOVIR";"ZIDOVUDINE";102;;;"Precaution d'emploi Arreter de facon transitoire la zidovudine ; controler la NFS et reintroduire, si possible, la zidovudine a doses faibles. Augmentation de la toxicite hematologique (addition d'effets de toxicite medullaire).";
"GEMFIBROZIL";"ANTIDIABETIQUES GLITAZONES";102;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite. Risque d'augmentation des effets indesirables de la glitazone par diminution de son metabolisme hepatique par le gemfibrozil.";;
"GEMFIBROZIL";"DASABUVIR";102;"CONTRE-INDICATION Risque d'augmentation des concentrations plasmatiques du dasabuvir par le gemfibrozil.";;;
"GEMFIBROZIL";"ENZALUTAMIDE";102;;;"Precaution d'emploi Reduire la dose d'enzalutamide par deux en cas d'association au gemfibrozil. Majoration de la fraction active de l'enzalutamide.";
"GEMFIBROZIL";"REPAGLINIDE";102;"CONTRE-INDICATION Risque d'hypoglycemie severe voire de coma, par augmentation importante des concentrations plasmatiques de repaglinide par le gemfibrozil.";;;
"GLIBENCLAMIDE";"BOSENTAN";103;;;"Precaution d'emploi Surveillance de la glycemie, adaptation du traitement si besoin, et surveillance des constantes biologiques hepatiques. Risque de moindre efficacite du glibenclamide par diminution de ses concentrations plasmatiques, en raison de l'effet inducteur du bosentan. Par ailleurs, des cas d'hepatotoxicite ont ete rapportes lors de l'association.";
"GLIBENCLAMIDE";"CLARITHROMYCINE";103;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";
"GLIBENCLAMIDE";"ERYTHROMYCINE";103;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par l'erythromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";
"GLIMEPIRIDE";"CLARITHROMYCINE";103;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";
"GLIMEPIRIDE";"ERYTHROMYCINE";103;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par l'erythromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";
"GLINIDES";"BETA-BLOQUANTS (SAUF ESMOLOL)";103;;;"Precaution d'emploi Prevenir le patient et renforcer, surtout en debut de traitement, l'autosurveillance glycemique. Tous les beta-bloquants peuvent masquer certains symptomes de l'hypoglycemie : palpitations et tachycardie.";
"GLINIDES";"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE";103;;;"Precaution d'emploi Prevenir le patient et renforcer, surtout en debut de traitement, l'autosurveillance glycemique. Tous les betabloquants peuvent masquer certains symptomes de l'hypoglycemie : palpitations et tachycardie.";
"GLIPIZIDE";"VORICONAZOLE";103;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide pendant et apres le traitement par voriconazole. Risque d'augmentation des concentrations plasmatiques du glipizide a l'origine d'hypoglycemies potentiellement severes.";
"GLIPTINES";"BETA-BLOQUANTS (SAUF ESMOLOL)";103;;;"Precaution d'emploi Prevenir le patient et renforcer, surtout en debut de traitement, l'autosurveillance glycemique. Tous les betabloquants peuvent masquer certains symptomes de l'hypoglycemie : palpitations et tachycardie.";
"GLIPTINES";"INHIBITEURS DE L'ENZYME DE CONVERSION";103;;;;"A prendre en compte Majoration du risque de la survenue d'angio-oedemes, par reduction de l'activite de l'enzyme dipeptidyl peptidase IV (DPP-IV) par la gliptine, chez les patients traites par inhibiteur de l'enzyme de conversion."
"GLOBULINES ANTILYMPHOCYTAIRES";"IMMUNOSUPPRESSEURS";103;;;;"A prendre en compte Immunodepression excessive avec risque de lymphoproliferation."
"GLOBULINES ANTILYMPHOCYTAIRES";"VACCINS VIVANTS ATTENUES";104;;;;"A prendre en compte En particulier, utiliser un vaccin inactive lorsqu'il existe (poliomyelite). Risque de maladie generalisee eventuellement mortelle. Ce risque est majore chez les sujets ages deja immunodeprimes par la maladie sous-jacente."
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"ACIDE ACETYLSALICYLIQUE";104;;"ASDEC - APEC Association deconseillee avec : - des doses anti-inflammatoires d'acide acetylsalicylique (>=1g par prise et/ou >=3g par jour) A prendre en compte avec : - des doses antalgiques ou antipyretiques (>=500 mg par prise et/ou <3g par jour). Majoration du risque hemorragique.";;"ASDEC - APEC Association deconseillee avec : - des doses anti-inflammatoires d'acide acetylsalicylique (>=1g par prise et/ou >=3g par jour) A prendre en compte avec : - des doses antalgiques ou antipyretiques (>=500 mg par prise et/ou <3g par jour). Majoration du risque hemorragique."
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"ANTICOAGULANTS ORAUX";104;;;"Precaution d'emploi Lorsque l'association est justifiee, renforcer la surveillance : le cas echeant, avec les antivitamines K, controle biologique au 8e jour, puis tous les 15 jours pendant la corticotherapie et apres son arret. Glucocorticoides (voies generale et rectale) : impact eventuel de la corticotherapie sur le metabolisme de l'antivitamine K et sur celui des facteurs de la coagulation. Risque hemorragique propre a la corticotherapie (muqueuse digestive, fragilite vasculaire) a fortes doses ou en traitement prolonge superieur a 10 jours.";
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES";104;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie des corticoides pendant le traitement par l'inducteur et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite des corticoides par augmentation de leur metabolisme hepatique par l'inducteur : les consequences sont particulierement importantes chez les addisoniens traites par l'hydrocortisone et en cas de transplantation.";
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"ANTI-INFLAMMATOIRES NON STEROIDIENS";104;;;;"A prendre en compte Augmentation du risque d'ulceration et d'hemorragie gastro- intestinale."
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"CURARES NON DEPOLARISANTS";104;;;;"A prendre en compte Avec les glucocorticoides par voie IV : risque de myopathie severe, reversible apres un delai eventuellement long (plusieurs mois)."
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"FLUOROQUINOLONES";104;;;;"A prendre en compte Possible majoration du risque de tendinopathie, voire de rupture tendineuse (exceptionnelle), particulierement chez les patients recevant une corticotherapie prolongee."
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"ISONIAZIDE";104;;;"Precaution d'emploi Surveillance clinique et biologique. Decrit pour la prednisolone. Diminution des concentrations plasmatiques de l'isoniazide. Mecanisme invoque : augmentation du metabolisme hepatique de l'isoniazide et diminution de celui des glucocorticoides.";
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"RIFAMPICINE";104;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie des corticoides pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite des corticoides par augmentation de leur metabolisme hepatique par la rifampicine ; les consequences sont particulierement importantes chez les addisoniens traites par l'hydrocortisone et en cas de transplantation.";
"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";"VACCINS VIVANTS ATTENUES";104;"CONTRE-INDICATION Et pendant les 3 mois suivant l'arret de la corticotherapie. A l'exception des voies inhalees et locales, et pour des posologies superieures a 10 mg/j d'equivalent-prednisone (ou > 2 mg/kg/j chez l'enfant ou > 20 mg/j chez l'enfant de plus de 10 kg) pendant plus de deux semaines et pour les << bolus >> de corticoides: risque de maladie vaccinale generalisee eventuellement mortelle.";;;
"GLYCEROL";"LITHIUM";104;;;"Precaution d'emploi Surveillance stricte de la lithemie et adaptation eventuelle de la posologie du lithium. Diminution de la lithemie avec risque de baisse de l'efficacite therapeutique.";
"GRISEOFULVINE";"ANTIVITAMINES K";104;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par la griseofulvine et 8 jours apres son arret. Diminution de l'effet de l'antivitamine K par augmentation de son metabolisme hepatique par la griseofulvine.";
"GRISEOFULVINE";"ESTROPROGESTATIFS CONTRACEPTIFS";105;;;"Precaution d'emploi Utiliser de preference une autre methode contraceptive, en particulier de type mecanique, pendant la duree de l'association et un cycle suivant. Risque de diminution de l'efficacite contraceptive par augmentation de son metabolisme hepatique.";
"GRISEOFULVINE";"PROGESTATIFS CONTRACEPTIFS";105;;;"Precaution d'emploi Utiliser une methode contraceptive fiable, additionnelle ou alternative, pendant la duree de l'association et un cycle suivant. Risque de diminution de l'efficacite du contraceptif hormonal par augmentation de son metabolisme hepatique.";
"GUANETHIDINE";"IMAO IRREVERSIBLES";105;"CONTRE-INDICATION Interrompre le traitement par IMAO 15 jours avant le traitement par guanethidine. Avec la guanethidine utilisee par voie IV : risque de reactions vasculaires imprevisibles, notamment d'hypotension.";;;
"HALOFANTRINE";"JUS DE PAMPLEMOUSSE";105;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"ANTIFONGIQUES AZOLES";105;;"Association DECONSEILLEE Si cela est possible, interrompre l'azole antifongique. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"CLARITHROMYCINE";105;;"Association DECONSEILLEE Si cela est possible, interrompre le macrolide. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"ERYTHROMYCINE";105;;"Association DECONSEILLEE Si cela est possible, interrompre le macrolide. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";105;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"JOSAMYCINE";105;;"Association DECONSEILLEE Si cela est possible, interrompre le macrolide. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"MICONAZOLE";105;;"Association DECONSEILLEE Si cela est possible, interrompre l'azole antifongique. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOFANTRINE";"STIRIPENTOL";105;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"HALOPERIDOL";"CARBAMAZEPINE";105;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique pendant le traitement par la carbamazepine et apres son arret. Risque de diminution des concentrations plasmatiques de l'haloperidol et de son efficacite therapeutique, par augmentation de son metabolisme hepatique par la carbamazepine.";
"HALOPERIDOL";"RIFAMPICINE";106;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique pendant le traitement par la rifampicine et apres son arret. Risque de diminution des concentrations plasmatiques de l'haloperidol et de son efficacite therapeutique, par augmentation de son metabolisme hepatique par la rifampicine.";
"HALOTHANE";"BETA-2 MIMETIQUES";106;;"Association DECONSEILLEE Interrompre le traitement par beta-2 mimetiques si l'anesthesie doit se faire sous halothane. En cas d'intervention obstetricale, majoration de l'inertie uterine avec risque hemorragique ; par ailleurs, troubles du rythme ventriculaires graves, par augmentation de la reactivite cardiaque.";;
"HALOTHANE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";106;;"Association DECONSEILLEE Troubles du rythme ventriculaire graves par augmentation de l'excitabilite cardiaque.";;
"HEPARINES";"ANTIAGREGANTS PLAQUETTAIRES";106;;;;"A prendre en compte Augmentation du risque hemorragique."
"HEPARINES";"DEFIBROTIDE";106;;"Association DECONSEILLEE Risque hemorragique accru.";;
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";"ACIDE ACETYLSALICYLIQUE";106;;"ASDEC - APEC Association deconseillee avec : - des doses anti-inflammatoires d'acide acetylsalicylique (>=1g par prise et/ou >=3g par jour) - des doses antalgiques ou antipyretiques (>=500 mg par prise et/ou <3g par jour) Utiliser un autre anti-inflammatoire ou un autre antalgique ou antipyretique. A prendre en compte avec : - des doses antiagregantes (de 50 mg a 375 mg par jour). Augmentation du risque hemorragique (inhibition de la fonction plaquettaire et agression de la muqueuse gastroduodenale par l'acide acetylsalicylique.";;"ASDEC - APEC Association deconseillee avec : - des doses anti-inflammatoires d'acide acetylsalicylique (>=1g par prise et/ou >=3g par jour) - des doses antalgiques ou antipyretiques (>=500 mg par prise et/ou <3g par jour) Utiliser un autre anti-inflammatoire ou un autre antalgique ou antipyretique. A prendre en compte avec : - des doses antiagregantes (de 50 mg a 375 mg par jour). Augmentation du risque hemorragique (inhibition de la fonction plaquettaire et agression de la muqueuse gastroduodenale par l'acide acetylsalicylique."
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";"ANTICOAGULANTS ORAUX";106;;;"Precaution d'emploi Renforcer la surveillance clinique et, le cas echeant, biologique. Augmentation du risque hemorragique.";
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";"ANTI-INFLAMMATOIRES NON STEROIDIENS";106;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite. Augmentation du risque hemorragique (agression de la muqueuse gastroduodenale par les anti-inflammatoires non steroidiens).";;
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";"DEXTRAN 40";106;;"Association DECONSEILLEE Augmentation du risque hemorragique (inhibition de la fonction plaquettaire par le dextran 40).";;
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";"THROMBOLYTIQUES";106;;;;"A prendre en compte Augmentation du risque hemorragique."
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)";"ACIDE ACETYLSALICYLIQUE";107;;;;"A prendre en compte L'utilisation conjointe de medicaments agissant a divers niveaux de l'hemostase majore le risque de saignement. Ainsi, chez le sujet de moins de 65 ans, l'association de l'heparine a doses preventives, ou de substances apparentees, a l'acide acetylsalicylique, quelle que soit la dose, doit etre prise en compte en maintenant une surveillance clinique et eventuellement biologique."
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)";"ANTI-INFLAMMATOIRES NON STEROIDIENS";107;;;;"A prendre en compte Augmentation du risque hemorragique."
"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";"ACIDE ACETYLSALICYLIQUE";107;;"ASDEC - APEC Association deconseillee avec : - des doses anti-inflammatoires d'acide acetylsalicylique (>=1g par prise et/ou >=3g par jour) - des doses antalgiques ou antipyretiques (>=500 mg par prise et/ou <3g par jour) Utiliser un autre anti-inflammatoire ou un autre antalgique ou antipyretique. A prendre en compte avec : - des doses antiagregantes (de 50 mg a 375 mg par jour). Augmentation du risque hemorragique (inhibition de la fonction plaquettaire et agression de la muqueuse gastroduodenale par l'acide acetylsalicylique).";;"ASDEC - APEC Association deconseillee avec : - des doses anti-inflammatoires d'acide acetylsalicylique (>=1g par prise et/ou >=3g par jour) - des doses antalgiques ou antipyretiques (>=500 mg par prise et/ou <3g par jour) Utiliser un autre anti-inflammatoire ou un autre antalgique ou antipyretique. A prendre en compte avec : - des doses antiagregantes (de 50 mg a 375 mg par jour). Augmentation du risque hemorragique (inhibition de la fonction plaquettaire et agression de la muqueuse gastroduodenale par l'acide acetylsalicylique)."
"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";"ANTI-INFLAMMATOIRES NON STEROIDIENS";107;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite. Augmentation du risque hemorragique (agression de la muqueuse gastroduodenale par les anti-inflammatoires non steroidiens).";;
"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";"ANTIVITAMINES K";107;;;"Precaution d'emploi Lors du relais de l'heparine par l'antivitamine K, renforcer la surveillance clinique. Augmentation du risque hemorragique.";
"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";"DEXTRAN 40";107;;"Association DECONSEILLEE Augmentation du risque hemorragique (inhibition de la fonction plaquettaire par le dextran 40).";;
"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";"THROMBOLYTIQUES";107;;;;"A prendre en compte Augmentation du risque hemorragique."
"HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)";"ACIDE ACETYLSALICYLIQUE";107;;;;"A prendre en compte L'utilisation conjointe de medicaments agissant a divers niveaux de l'hemostase majore le risque de saignement. Ainsi, chez le sujet de moins de 65 ans, l'association des heparines a doses preventives a l'acide acetylsalicylique, quelle que soit la dose, doit etre prise en compte en maintenant une surveillance clinique et eventuellement biologique."
"HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)";"ANTI-INFLAMMATOIRES NON STEROIDIENS";107;;;;"A prendre en compte Augmentation du risque hemorragique."
"HORMONES THYROIDIENNES";"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES";107;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie des hormones thyroidiennes pendant le traitement par l'inducteur et apres son arret. Risque d'hypothyroidie clinique chez les patients hypothyroidiens, par augmentation du metabolisme de la T3 et de la T4.";
"HORMONES THYROIDIENNES";"CALCIUM";108;;;"Precaution d'emploi Prendre les sels de calcium a distance des hormones thyroidiennes (plus de 2 heures, si possible). Diminution de l'absorption des hormones thyroidiennes.";
"HORMONES THYROIDIENNES";"CHLOROQUINE";108;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie de l'hormone thyroidienne pendant le traitement par l'antipaludique et apres son arret. Risque d'hypothyroidie clinique chez les patients substitues par hormones thyroidiennes.";
"HORMONES THYROIDIENNES";"ESTROGENES NON CONTRACEPTIFS";108;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation eventuelle des doses de l'hormone thyroidienne chez les femmes menopausees prenant des estrogenes. Risque d'hypothyroidie clinique en cas d'estrogenotherapie substitutive.";
"HORMONES THYROIDIENNES";"FER";108;;;"Precaution d'emploi Prendre les hormones thyroidiennes a distance du fer (plus de 2 heures, si possible). Diminution de l'absorption digestive des hormones thyroidiennes.";
"HORMONES THYROIDIENNES";"IMATINIB";108;;;;"A prendre en compte Risque de baisse de l'efficacite des hormones thyroidiennes."
"HORMONES THYROIDIENNES";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";108;;;"Precaution d'emploi Surveillance clinique et biologique et adaptation eventuelle de la posologie des hormones thyroidiennes. Risque de baisse de l'efficacite des hormones thyroidiennes par augmentation de leur metabolisme hepatique par le ritonavir.";
"HORMONES THYROIDIENNES";"ORLISTAT";108;;;;"A prendre en compte Risque de desequilibre du traitement thyroidien substitutif en cas de traitement par orlistat."
"HORMONES THYROIDIENNES";"PROGUANIL";108;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie de l'hormone thyroidienne pendant le traitement par l'antipaludique et apres son arret. Risque d'hypothyroidie clinique chez les patients substitues par hormones thyroidiennes.";
"HORMONES THYROIDIENNES";"RESINES CHELATRICES";108;;;"Precaution d'emploi Prendre les hormones thyroidiennes a distance de la resine (plus de 2 heures, si possible). Diminution de l'absorption digestive des hormones thyroidiennes.";
"HORMONES THYROIDIENNES";"RIFABUTINE";108;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie des hormones thyroidiennes pendant le traitement par la rifabutine et apres son arret. Decrit pour la phenytoine, la rifampicine, la carbamazepine. Risque d'hypothyroidie clinique chez les patients hypothyroidiens, par augmentation du metabolisme de la T3 et de la T4.";
"HORMONES THYROIDIENNES";"RIFAMPICINE";108;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie des hormones thyroidiennes pendant le traitement par la rifampicine et apres son arret. Risque d'hypothyroidie clinique chez les patients hypothyroidiens, par augmentation du metabolisme de la T3 et de la T4.";
"HORMONES THYROIDIENNES";"SUCRALFATE";108;;;"Precaution d'emploi Prendre les hormones thyroidiennes a distance du sucralfate (plus de 2 heures, si possible). Diminution de l'absorption digestive des hormones thyroidiennes.";
"HORMONES THYROIDIENNES";"SUNITINIB";108;;;;"A prendre en compte Risque de baisse de l'efficacite des hormones thyroidiennes."
"HUILES MINERALES";"PRESERVATIFS EN LATEX";109;"CONTRE-INDICATION Utiliser un lubrifiant hydrosoluble (glycerine, polyacrylamide...). Risque de rupture du preservatif lors de l'utilisation avec des corps gras ou des lubrifiants contenant des huiles minerales (huile de paraffine, huile de silicone, etc...).";;;
"HYDROCORTISONE";"INDUCTEURS ENZYMATIQUES";109;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie de l'hydrocortisone pendant l'association et apres l'arret de l'inducteur enzymatique. Risque de diminution de l'efficacite de l'hydrocortisone (augmentation de son metabolisme) ; les consequences sont graves lorsque l'hydrocortisone est administree en traitement substitutif ou en cas de transplantation.";
"HYDROQUINIDINE";"ALCALINISANTS URINAIRES";109;;;"Precaution d'emploi Surveillance clinique, ECG et eventuellement controle des concentrations de l'hydroquinidine ; si besoin, adaptation de la posologie pendant le traitement alcalinisant et apres son arret. Augmentation des concentrations plasmatiques de l'hydroquinidine et risque de surdosage (diminution de l'excretion renale de l'hydroquinidine par alcalinisation des urines).";
"HYDROQUINIDINE";"DIGOXINE";109;;;"Precaution d'emploi Surveillance clinique et ECG. En cas de reponse inattendue, controler la digoxinemie et adapter la posologie. Augmentation de la digoxinemie par diminution de la clairance renale de la digoxine. De plus, troubles de l'automatisme (bradycardie excessive et troubles de la conduction auriculo- ventriculaire).";
"HYDROQUINIDINE";"ITRACONAZOLE";109;;;"Precaution d'emploi Surveillance des concentrations plasmatiques de l'antiarythmique et diminution eventuelle de sa posologie si necessaire. Risque d'acouphenes et/ou de diminution de l'acuite auditive : cinchonisme lie a une diminution du metabolisme hepatique de l'antiarythmique par l'itraconazole.";
"HYDROXYCARBAMIDE";"VACCINS VIVANTS ATTENUES";109;;"Association DECONSEILLEE L'association ne devra etre envisagee que si les benefices sont estimes comme etant superieurs a ce risque. S'il est decide d'interrompre le traitement par hydroxycarbamide pour effectuer la vaccination, un delai de 3 mois apres l'arret est recommande. Dans son indication chez le patient drepanocytaire, risque theorique de maladie vaccinale generalisee.";;
"HYPERKALIEMIANTS";"HYPERKALIEMIANTS";109;;;;"A prendre en compte Risque de majoration de l'hyperkaliemie, potentiellement letale."
"HYPNOTIQUES";"HYPNOTIQUES";110;;;;"A prendre en compte Majoration de la depression centrale."
"HYPOKALIEMIANTS";"HYPOKALIEMIANTS";110;;;"Precaution d'emploi Surveillance de la kaliemie avec si besoin correction. Risque majore d'hypokaliemie.";
