"protagoniste1";"protagoniste2";"page";"CI";"AD";"PE";"PC";"couple"
"CARBAMAZEPINE";"FLUVOXAMINE";49;;;"Precaution d'emploi Surveillance clinique, controle des concentrations plasmatiques de carbamazepine et reduction eventuelle de la posologie de la carbamazepine pendant le traitement par l'antidepresseur serotoninergique et apres son arret. Augmentation des concentrations plasmatiques de carbamazepine avec signes de surdosage.";;"CARBAMAZEPINE;FLUVOXAMINE"
"CARBAMAZEPINE";"HALOPERIDOL";49;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique pendant le traitement par la carbamazepine et apres son arret. Risque de diminution des concentrations plasmatiques de l'haloperidol et de son efficacite therapeutique, par augmentation de son metabolisme hepatique par la carbamazepine.";;"CARBAMAZEPINE;HALOPERIDOL"
"CARBAMAZEPINE";"ISONIAZIDE";49;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de carbamazepine avec signes de surdosage par inhibition de son metabolisme hepatique.";;;"CARBAMAZEPINE;ISONIAZIDE"
"CARBAMAZEPINE";"JOSAMYCINE";49;;;"Precaution d'emploi Surveillance clinique et, si besoin, dosage plasmatique et reduction eventuelle de la posologie de la carbamazepine. Augmentation des concentrations plasmatiques de carbamazepine avec signes de surdosage, par diminution de son metabolisme hepatique.";;"CARBAMAZEPINE;JOSAMYCINE"
"CARBAMAZEPINE";"LAMOTRIGINE";50;;;"Precaution d'emploi Surveillance clinique et reduction eventuelle de la posologie de la carbamazepine. Risque d'augmentation des effets neurologiques (vertiges, ataxie, diplopie) de la carbamazepine lors de l'introduction de la lamotrigine.  /226";;"CARBAMAZEPINE;LAMOTRIGINE"
"CARBAMAZEPINE";"LITHIUM";50;;"Association DECONSEILLEE Risque de neurotoxicite se manifestant par des troubles cerebelleux, confusion, somnolence, ataxie. Ces troubles sont reversibles a l'arret du traitement par le lithium.";;;"CARBAMAZEPINE;LITHIUM"
"CARBAMAZEPINE";"MILLEPERTUIS";50;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques et de l'efficacite de la carbamazepine.";;;"CARBAMAZEPINE;MILLEPERTUIS"
"CARBAMAZEPINE";"OLANZAPINE";50;;;"Precaution d'emploi Surveillance clinique, et si besoin, adaptation posologique de l'olanzapine. Risque de diminution des concentrations plasmatiques de l'olanzapine et de son efficacite therapeutique, par augmentation de son metabolisme hepatique par la carbamazepine.";;"CARBAMAZEPINE;OLANZAPINE"
"CARBAMAZEPINE";"PAROXETINE";50;;;"Precaution d'emploi Surveillance clinique, controle des concentrations plasmatiques de carbamazepine et reduction eventuelle de la posologie de la carbamazepine pendant le traitement par l'antidepresseur serotoninergique et apres son arret. Augmentation des concentrations plasmatiques de carbamazepine avec signes de surdosage.";;"CARBAMAZEPINE;PAROXETINE"
"CARBAMAZEPINE";"PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)";50;;;;"A prendre en compte Prudence quant a l'interpretation des concentrations plasmatiques. Diminution progressive des concentrations plasmatiques de carbamazepine et de son metabolite actif sans modification apparente de l'efficacite anticomitiale.";"CARBAMAZEPINE;PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)"
"CARBAMAZEPINE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";50;;;;"A prendre en compte Prudence dans l'interpretation des concentrations plasmatiques. Reduction reciproque des concentrations plasmatiques (augmentation du metabolisme sans modification apparente de l'efficacite anticomitiale).";"CARBAMAZEPINE;PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"CARBAMAZEPINE";"RIFAMPICINE";50;;;"Precaution d'emploi Surveillance clinique, controle des concentrations plasmatiques et adaptation de la posologie de la carbamazepine pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite de la carbamazepine par augmentation de son metabolisme hepatique par la rifampicine.";;"CARBAMAZEPINE;RIFAMPICINE"
"CARBAMAZEPINE";"RISPERIDONE";50;;;"Precaution d'emploi Surveillance clinique, et si besoin, adaptation posologique de la risperidone. Risque de diminution de la fraction active de la risperidone et de son efficacite therapeutique par augmentation de son metabolisme hepatique par la carbamazepine.";;"CARBAMAZEPINE;RISPERIDONE"
"CARBAMAZEPINE";"SIMVASTATINE";50;;"Association DECONSEILLEE Diminution importante des concentrations plasmatiques de simvastatine, par augmentation de son metabolisme hepatique.";;;"CARBAMAZEPINE;SIMVASTATINE"
"CARBAMAZEPINE";"TOPIRAMATE";50;;;"Precaution d'emploi Surveillance clinique, et si besoin, adaptation posologique du topiramate pendant le traitement par la carbamazepine et apres son arret. Diminution des concentrations du topiramate avec risque de moindre efficacite, par augmentation de son metabolisme hepatique par la carbamazepine.";;"CARBAMAZEPINE;TOPIRAMATE"
"CARBAMAZEPINE";"VALPROIQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE";50;;;"Precaution d'emploi Surveillance clinique, dosages plasmatiques et adaptation de la posologie des deux anticonvulsivants. Augmentation des concentrations plasmatiques du metabolite actif de la carbamazepine avec signes de surdosage. De plus, diminution des concentrations plasmatiques d'acide valproique par augmentation de son metabolisme hepatique par la carbamazepine.";;"CARBAMAZEPINE;VALPROIQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE"
"CARMUSTINE";"CIMETIDINE";50;;"Association DECONSEILLEE Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : toxicite medullaire accrue (inhibition du metabolisme de la carmustine).";;;"CARMUSTINE;CIMETIDINE"
"CARVEDILOL";"CIMETIDINE";51;"CONTRE-INDICATION Utiliser un autre antisecretoire gastrique. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation des concentrations du carvedilol, pouvant etre prejudiciables dans le cas du traitement de l'insuffisance cardiaque, par diminution de son metabolisme hepatique par la cimetidine.  /226";;;;"CARVEDILOL;CIMETIDINE"
"CARVEDILOL";"RIFAMPICINE";51;;;"Precaution d'emploi Surveillance clinique reguliere et adaptation de la posologie du carvedilol pendant le traitement par la rifampicine. A l'arret de la rifampicine, risque de remontee importante des concentrations plasmatiques de carvedilol imposant une reduction posologique et une surveillance clinique etroite. Diminution importante des concentrations plasmatiques du carvedilol, par augmentation de son metabolisme hepatique par la rifampicine.";;"CARVEDILOL;RIFAMPICINE"
"CATIORESINE SULFO CALCIQUE";"SORBITOL";51;"CONTRE-INDICATION Avec la resine administree par voie orale et rectale : risque de necrose colique, eventuellement fatale.";;;;"CATIORESINE SULFO CALCIQUE;SORBITOL"
"CATIORESINE SULFO SODIQUE";"SORBITOL";51;;"Association DECONSEILLEE Avec la resine administree par voie orale et rectale : risque de necrose colique, eventuellement fatale.";;;"CATIORESINE SULFO SODIQUE;SORBITOL"
"CETUXIMAB";"VACCINS VIVANTS ATTENUES";51;;"Association DECONSEILLEE Risque de maladie vaccinale generalisee, eventuellement mortelle.";;;"CETUXIMAB;VACCINS VIVANTS ATTENUES"
"CHLORDIAZEPOXIDE";"CIMETIDINE";52;;;"Precaution d'emploi Avertir les patients de l'augmentation du risque en cas de conduite automobile ou d'utilisation de machines. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : risque accru de somnolence.  /226";;"CHLORDIAZEPOXIDE;CIMETIDINE"
"CHLOROQUINE";"CICLOSPORINE";52;;;"Precaution d'emploi Dosage des concentrations sanguines de ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres l'arret de la chloroquine. Risque d'augmentation des concentrations sanguines de ciclosporine et de la creatininemie.";;"CHLOROQUINE;CICLOSPORINE"
"CHLOROQUINE";"CIMETIDINE";52;;;;"A prendre en compte Ralentissement de l'elimination de la chloroquine et risque de surdosage.";"CHLOROQUINE;CIMETIDINE"
"CHLOROQUINE";"HORMONES THYROIDIENNES";52;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie de l'hormone thyroidienne pendant le traitement par l'antipaludique et apres son arret. Risque d'hypothyroidie clinique chez les patients substitues par hormones thyroidiennes.";;"CHLOROQUINE;HORMONES THYROIDIENNES"
"CHLORPROMAZINE";"INSULINE";52;;;"Precaution d'emploi Prevenir le patient et renforcer l'autosurveillance glycemique. Adapter eventuellement la posologie de l'insuline pendant le traitement par le neuroleptique et apres son arret. A fortes posologies (100 mg par jour de chlorpromazine) : elevation de la glycemie (diminution de la liberation de l'insuline).";;"CHLORPROMAZINE;INSULINE"
"CHLORPROMAZINE";"SULFAMIDES HYPOGLYCEMIANTS";52;;;"Precaution d'emploi Prevenir le patient et renforcer l'autosurveillance glycemique. Adapter eventuellement la posologie du neuroleptique pendant le traitement et apres son arret. A fortes posologies (100 mg par jour de chlorpromazine) : elevation de la glycemie (diminution de la liberation de l'insuline).";;"CHLORPROMAZINE;SULFAMIDES HYPOGLYCEMIANTS"
"CICLOSPORINE";"CIMETIDINE";53;;;;"A prendre en compte Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation des concentrations sanguines de ciclosporine.";"CICLOSPORINE;CIMETIDINE"
"CICLOSPORINE";"CLINDAMYCINE";53;;;"Precaution d'emploi Controle renforce des dosages sanguins de ciclosporine et augmentation eventuelle de sa posologie. Diminution des concentrations sanguines de l'immunosuppresseur avec risque de perte de l'activite immunosuppressive.";;"CICLOSPORINE;CLINDAMYCINE"
"CICLOSPORINE";"COLCHICINE";53;;"Association DECONSEILLEE Risque d'addition des effets indesirables neuromusculaires et augmentation de la toxicite de la colchicine avec risque de surdosage par inhibition de son elimination par la ciclosporine, notamment en cas d'insuffisance renale preexistante.";;;"CICLOSPORINE;COLCHICINE"
"CICLOSPORINE";"DABIGATRAN";53;"CONTRE-INDICATION Augmentation de plus du double des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.";;;;"CICLOSPORINE;DABIGATRAN"
"CICLOSPORINE";"DANAZOL";53;;;"Precaution d'emploi Dosage des concentrations sanguines de ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de ciclosporine par inhibition de son metabolisme hepatique.";;"CICLOSPORINE;DANAZOL"
"CICLOSPORINE";"DIURETIQUES EPARGNEURS DE POTASSIUM (SEULS OU ASSOCIES)";53;;"Association DECONSEILLEE Hyperkaliemie potentiellement letale, surtout lors d'une insuffisance renale (addition des effets hyperkaliemiants).";;;"CICLOSPORINE;DIURETIQUES EPARGNEURS DE POTASSIUM (SEULS OU ASSOCIES)"
"CICLOSPORINE";"DIURETIQUES HYPOKALIEMIANTS";54;;;;"A prendre en compte Risque d'augmentation de la creatininemie sans modification des concentrations sanguines de ciclosporine, meme en l'absence de depletion hydrosodee. Egalement, risque d'hyperuricemie et de complications comme la goutte.  /226";"CICLOSPORINE;DIURETIQUES HYPOKALIEMIANTS"
"CICLOSPORINE";"ERIBULINE";54;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques d'eribuline par la ciclosporine.";;;"CICLOSPORINE;ERIBULINE"
"CICLOSPORINE";"EVEROLIMUS";54;;;"Precaution d'emploi Dosage des concentrations sanguines d'everolimus, eventuellement adaptation de la posologie et controle de la fonction renale, pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'everolimus par la ciclosporine. La nephrotoxicite de la ciclosporine est egalement augmentee lors de l'association.";;"CICLOSPORINE;EVEROLIMUS"
"CICLOSPORINE";"EZETIMIBE";54;;"Association DECONSEILLEE D'une part, risque majore d'effets indesirables (concentration- dependants) a type de rhabdomyolyse, par augmentation des concentrations d'ezetimibe ; d'autre part, possible augmentation des concentrations de ciclosporine.";;;"CICLOSPORINE;EZETIMIBE"
"CICLOSPORINE";"FENOFIBRATE";54;;;"Precaution d'emploi Surveillance clinique et biologique de la fonction renale, pendant et apres l'association. Risque d'augmentation de la nephrotoxicite de la ciclosporine.";;"CICLOSPORINE;FENOFIBRATE"
"CICLOSPORINE";"FIDAXOMICINE";54;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de la fidaxomicine.";;;"CICLOSPORINE;FIDAXOMICINE"
"CICLOSPORINE";"JOSAMYCINE";54;;;"Precaution d'emploi Dosage des concentrations sanguines de la ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres l'arret du macrolide. Risque d'augmentation des concentrations sanguines de ciclosporine et de la creatininemie.";;"CICLOSPORINE;JOSAMYCINE"
"CICLOSPORINE";"LERCANIDIPINE";54;;;"Precaution d'emploi Decaler les prises des deux medicaments. Dosage des concentrations sanguines de l'immunosuppresseur, et adaptation si necessaire de sa posologie pendant l'association et apres son arret. Augmentation moderee des concentrations sanguines de l'immunosuppresseur et augmentation plus notable des concentrations de lercanidipine.";;"CICLOSPORINE;LERCANIDIPINE"
"CICLOSPORINE";"METHOTREXATE";54;;;"Precaution d'emploi Dosage des concentrations sanguines de ciclosporine et de methotrexate. Adaptation posologique si necessaire pendant l'association et apres son arret. Augmentation de la toxicite du methotrexate et de la ciclosporine avec augmentation de la creatininemie : diminution reciproque des clairances des deux medicaments.";;"CICLOSPORINE;METHOTREXATE"
"CICLOSPORINE";"METHYLPREDNISOLONE";54;;;;"A prendre en compte Avec la methylprednisolone administree par voie IV : augmentation possible des concentrations sanguines de ciclosporine et de la creatininemie. Mecanisme invoque : diminution de l'elimination hepatique de la ciclosporine.";"CICLOSPORINE;METHYLPREDNISOLONE"
"CICLOSPORINE";"MIDECAMYCINE";54;;;"Precaution d'emploi Dosage des concentrations sanguines de la ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres l'arret du macrolide. Risque d'augmentation des concentrations sanguines de ciclosporine et de la creatininemie.";;"CICLOSPORINE;MIDECAMYCINE"
"CICLOSPORINE";"MODAFINIL";54;;"Association DECONSEILLEE Risque de diminution des concentrations sanguines et de l'efficacite de l'immunosuppresseur.";;;"CICLOSPORINE;MODAFINIL"
"CICLOSPORINE";"NIFEDIPINE";54;;"Association DECONSEILLEE Utiliser une autre dihydropyridine. Risque d'addition d'effets indesirables a type de gingivopathies.";;;"CICLOSPORINE;NIFEDIPINE"
"CICLOSPORINE";"ORLISTAT";54;;"Association DECONSEILLEE Prendre l'orlistat a distance de la ciclosporine (au moins 3 heures). Controle renforce des dosages sanguins de ciclosporine, notamment en debut d'association, et lors d'augmentation eventuelle de la posologie de l'orlistat. Diminution des concentrations sanguines de ciclosporine par diminution de son absorption intestinale, avec risque de perte de l'activite immunosuppressive.";;;"CICLOSPORINE;ORLISTAT"
"CICLOSPORINE";"PITAVASTATINE";55;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, ou de nephrotoxicite, par diminution du metabolisme de la pitavastatine.  /226";;;;"CICLOSPORINE;PITAVASTATINE"
"CICLOSPORINE";"POTASSIUM";55;;"Association DECONSEILLEE Eviter cette association sauf s'il existe une hypokaliemie prealable. Hyperkaliemie essentiellement letale, surtout lors d'une insuffisance renale (addition des effets hyperkaliemiants).";;;"CICLOSPORINE;POTASSIUM"
"CICLOSPORINE";"PREDNISOLONE";55;;;;"A prendre en compte Augmentation des effets de la prednisolone : aspect cushingoide, reduction de la tolerance aux glucides (diminution de la clairance de la prednisolone).";"CICLOSPORINE;PREDNISOLONE"
"CICLOSPORINE";"REPAGLINIDE";55;;"Association DECONSEILLEE Augmentation de plus du double des concentrations du repaglinide par augmentation de son absorption.";;;"CICLOSPORINE;REPAGLINIDE"
"CICLOSPORINE";"ROSUVASTATINE";55;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, ou de nephrotoxicite, par diminution du metabolisme de la rosuvastatine.";;;;"CICLOSPORINE;ROSUVASTATINE"
"CICLOSPORINE";"ROXITHROMYCINE";55;;;"Precaution d'emploi Dosage des concentrations sanguines de la ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres l'arret du macrolide. Risque d'augmentation des concentrations sanguines de ciclosporine et de la creatininemie.";;"CICLOSPORINE;ROXITHROMYCINE"
"CICLOSPORINE";"SIMVASTATINE";55;;;"Precaution d'emploi Ne pas depasser la posologie de 10mg/jour de simvastatine. Si l'objectif therapeutique n'est pas atteint a cette posologie, utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse par diminution du metabolisme de la simvastatine.";;"CICLOSPORINE;SIMVASTATINE"
"CICLOSPORINE";"SIROLIMUS";55;;;"Precaution d'emploi Il est recommande d'administrer le sirolimus 4 heures apres la ciclosporine. Controle de la fonction renale, pendant l'association et apres son arret. Augmentation des concentrations sanguines de sirolimus par la ciclosporine. La nephrotoxicite de la ciclosporine est egalement augmentee lors de l'association.";;"CICLOSPORINE;SIROLIMUS"
"CICLOSPORINE";"SULFINPYRAZONE";55;;;"Precaution d'emploi Controle des concentrations sanguines de ciclosporine et adaptation eventuelle de sa posologie pendant le traitement par sulfinpyrazone et apres son arret. Diminution des concentrations sanguines de ciclosporine par augmentation de son metabolisme par la sulfinpyrazone.";;"CICLOSPORINE;SULFINPYRAZONE"
"CICLOSPORINE";"TERBINAFINE";55;;;"Precaution d'emploi Controle des concentrations sanguines de ciclosporine et adaptation eventuelle de sa posologie pendant le traitement par terbinafine et apres son arret. Diminution des concentrations sanguines de ciclosporine.";;"CICLOSPORINE;TERBINAFINE"
"CICLOSPORINE";"TICLOPIDINE";55;;;"Precaution d'emploi Augmentation de la posologie de la ciclosporine sous controle des concentrations sanguines. Reduction de la posologie en cas d'arret de la ticlopidine. Diminution des concentrations sanguines de ciclosporine.";;"CICLOSPORINE;TICLOPIDINE"
"CICLOSPORINE";"TRIMETHOPRIME";55;;;;"A prendre en compte Avec le trimethoprime (seul ou associe) par voie orale : augmentation de la creatininemie avec diminution possible des concentrations sanguines de ciclosporine. Avec le trimethoprime (seul ou associe) par voie IV : la diminution des concentrations sanguines de ciclosporine peut etre tres importante avec disparition possible du pouvoir immunosuppresseur.";"CICLOSPORINE;TRIMETHOPRIME"
"CICLOSPORINE";"VERAPAMIL";55;;;"Precaution d'emploi Dosage des concentrations sanguines de la ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de la ciclosporine (diminution de son metabolisme hepatique), et majoration du risque de gingivopathies.";;"CICLOSPORINE;VERAPAMIL"
"CIMETIDINE";"DIAZEPAM";56;;;"Precaution d'emploi Avertir les patients de l'augmentation du risque en cas de conduite automobile ou d'utilisation de machines. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : risque accru de somnolence.";;"CIMETIDINE;DIAZEPAM"
"CIMETIDINE";"LIDOCAINE";56;;;"Precaution d'emploi Surveillance clinique, ECG et eventuellement des concentrations plasmatiques de la lidocaine ; s'il y a lieu, adaptation de la posologie de la lidocaine pendant le traitement par la cimetidine et apres son arret. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation des concentrations plasmatiques de lidocaine avec risque d'effets indesirables neurologiques et cardiaques (inhibition du metabolisme hepatique de la lidocaine).";;"CIMETIDINE;LIDOCAINE"
"CIMETIDINE";"LOMUSTINE";56;;"Association DECONSEILLEE Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : toxicite medullaire accrue (inhibition du metabolisme de la lomustine).";;;"CIMETIDINE;LOMUSTINE"
"CIMETIDINE";"METHADONE";56;;;"Precaution d'emploi Surveillance clinique et electrocardiographique renforcee ; si besoin, adaptation de la posologie de la methadone pendant le traitement par la cimetidine et apres son arret. Augmentation des concentrations plasmatiques de methadone avec surdosage et risque majore d'allongement de l'intervalle QT et de troubles du rythme ventriculaire, notamment de torsades de pointes.";;"CIMETIDINE;METHADONE"
"CIMETIDINE";"METOPROLOL";56;;;"Precaution d'emploi Surveillance clinique. Si besoin, adaptation de la posologie du metoprolol pendant le traitement par la cimetidine. Avec le metoprolol utilise dans l'insuffisance cardiaque, et la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation des concentrations du metoprolol, pouvant etre prejudiciables dans le cas du traitement de l'insuffisance cardiaque, par diminution de son metabolisme hepatique par la cimetidine.";;"CIMETIDINE;METOPROLOL"
"CIMETIDINE";"MOCLOBEMIDE";56;;;"Precaution d'emploi Surveillance clinique avec adaptation eventuelle de la posologie de moclobemide. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation des concentrations du moclobemide, par diminution de son metabolisme hepatique.";;"CIMETIDINE;MOCLOBEMIDE"
"CIMETIDINE";"NIFEDIPINE";57;;;"Precaution d'emploi Surveillance clinique accrue : adapter la posologie de la nifedipine pendant le tratiement par la cimetidine et apres son arret. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation de l'effet hypotenseur de la nifedipine par inhibition de son metabolisme hepatique par la cimetidine.  /226";;"CIMETIDINE;NIFEDIPINE"
"CIMETIDINE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";57;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite, dosage des concentrations plasmatiques de phenytoine et adaptation eventuelle de sa posologie pendant le traitement par la cimetidine et apres son arret. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation des concentrations plasmatiques de phenytoine avec possibilite d'apparition des signes habituels de surdosage.";;;"CIMETIDINE;PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"CIMETIDINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";57;;;"Precaution d'emploi Surveillance clinique et eventuellement de la theophyllinemie. S'il y a lieu, adaptation de la theophylline pendant le traitement par la cimetidine et apres son arret. Avec la cimetidine utilisee a des doses superieures ou egales a 800 mg/j : augmentation de la theophyllinemie avec risque de surdosage (diminution du metabolisme de la theophylline).";;"CIMETIDINE;THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)"
"CINACALCET";"DEXTROMETHORPHANE";57;"CONTRE-INDICATION Augmentation tres importante des concentrations plasmatiques de dextromethorphane avec risque de surdosage, par diminution de son metabolisme hepatique par le cinacalcet.";;;;"CINACALCET;DEXTROMETHORPHANE"
"CINACALCET";"FLECAINIDE";57;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie du flecainide pendant le traitement par cinacalcet. Augmentation des concentrations plasmatiques de flecainide avec risque de surdosage, par diminution de son metabolisme hepatique par le cinacalcet.";;"CINACALCET;FLECAINIDE"
"CINACALCET";"MEQUITAZINE";57;;"Association DECONSEILLEE Risque de majoration des effets indesirables de la mequitazine, par inhibition de son metabolisme par l'inhibiteur enzymatique.";;;"CINACALCET;MEQUITAZINE"
"CINACALCET";"METOPROLOL";57;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie du metroprolol pendant le traitement par cinacalcet. Augmentation des concentrations plasmatiques de metroprolol avec risque de surdosage, par diminution de son metabolisme hepatique par le cinacalcet.";;"CINACALCET;METOPROLOL"
"CINACALCET";"PROPAFENONE";57;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie de la propafenone pendant le traitement par cinacalcet. Augmentation des concentrations plasmatiques de propafenone avec risque de surdosage, par diminution de son metabolisme hepatique par le cinacalcet.";;"CINACALCET;PROPAFENONE"
"CIPROFLOXACINE";"CLOZAPINE";57;;;"Precaution d'emploi Surveillance clinique et reduction eventuelle de la posologie de la clozapine pendant le traitement par la ciprofloxacine et apres son arret. Augmentation des concentrations de clozapine avec risque de surdosage, par diminution de son metabolisme hepatique par la ciprofloxacine.";;"CIPROFLOXACINE;CLOZAPINE"
"CIPROFLOXACINE";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";57;;;"Precaution d'emploi Surveillance clinique et electrocardiographique pendant l'association. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;"CIPROFLOXACINE;MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"CIPROFLOXACINE";"METHOTREXATE";57;;"Association DECONSEILLEE Augmentation de la toxicite du methotrexate par inhibition de sa secretion tubulaire renale par la ciprofloxacine.";;;"CIPROFLOXACINE;METHOTREXATE"
"CIPROFLOXACINE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";58;;;"Precaution d'emploi Surveillance clinique et controle des concentrations plasmatiques de l'anticonvulsivant pendant le traitement par ciprofloxacine et apres son arret. Variation, eventuellement importante, des concentrations de phenytoine en cas de traitement par la ciprofloxacine.  /226";;"CIPROFLOXACINE;PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)"
"CIPROFLOXACINE";"ROPINIROLE";58;;;"Precaution d'emploi Surveillance clinique et reduction eventuelle de la posologie du ropinirole pendant le traitement par la ciprofloxacine et apres son arret. Augmentation des concentrations de ropinirole avec risque de surdosage, par diminution de son metabolisme hepatique par la ciprofloxacine.";;"CIPROFLOXACINE;ROPINIROLE"
"CIPROFLOXACINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";58;;;"Precaution d'emploi Surveillance clinique et eventuellement de la theophyllinemie. Augmentation de la theophyllinemie avec risque de surdosage, par diminution de son metabolisme hepatique par la ciprofloxacine.";;"CIPROFLOXACINE;THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)"
"CLADRIBINE";"LAMIVUDINE";58;;"Association DECONSEILLEE Risque de diminution de l'efficacite de la cladribine par la lamivudine.";;;"CLADRIBINE;LAMIVUDINE"
"CLARITHROMYCINE";"DEXAMETHASONE";58;;;;"A prendre en compte Augmentation des concentrations plasmatiques de la dexamethasone par diminution de son metabolisme hepatique par l'inhibiteur enzymatique, avec risque d'apparition d'un syndrome cushingoide.";"CLARITHROMYCINE;DEXAMETHASONE"
"CLARITHROMYCINE";"DIGOXINE";58;;;"Precaution d'emploi Surveillance clinique et eventuellement de la digoxinemie pendant le traitement par la clarithromycine et apres son arret. Augmentation de la digoxinemie par augmentation de son absorption.";;"CLARITHROMYCINE;DIGOXINE"
"CLARITHROMYCINE";"DISOPYRAMIDE";58;;"Association DECONSEILLEE Surveillance clinique, biologique et electrocardiographique reguliere. Risque de majoration des effets indesirables du disopyramide : hypoglycemies severes, allongement de l'intervalle QT et troubles du rythme ventriculaire graves, notamment a type de torsades de pointes.";;;"CLARITHROMYCINE;DISOPYRAMIDE"
"CLARITHROMYCINE";"EBASTINE";58;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire chez les sujets predisposes (syndrome du QT long congenital).";;;"CLARITHROMYCINE;EBASTINE"
"CLARITHROMYCINE";"ERIBULINE";58;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques d'eribuline par la clarithromycine.";;;"CLARITHROMYCINE;ERIBULINE"
"CLARITHROMYCINE";"ETRAVIRINE";59;;;;"A prendre en compte Dans le traitement des infections a Mycobacterium avium complex, risque de diminution de l'efficacite de la clarithromycine par augmentation de son metabolisme hepatique par l'etravirine.  /226";"CLARITHROMYCINE;ETRAVIRINE"
"CLARITHROMYCINE";"FIDAXOMICINE";59;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de la fidaxomicine.";;;"CLARITHROMYCINE;FIDAXOMICINE"
"CLARITHROMYCINE";"GLIBENCLAMIDE";59;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";;"CLARITHROMYCINE;GLIBENCLAMIDE"
"CLARITHROMYCINE";"GLIMEPIRIDE";59;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";;"CLARITHROMYCINE;GLIMEPIRIDE"
